300001,s_72659
300002,s_383834
300003,s_209068
300004,s_57178
300005,s_469710
300006,s_293704
300007,s_165228
300008,s_555802
300009,s_3816060
300010,s_1445794
300011,s_1917
300012,s_391295
300013,s_491119
300014,s_410080
300015,s_467085
300016,s_220778
300017,s_3256363
300018,s_411043
300019,s_411043
300020,s_411043
300021,s_411043
300022,s_411043
300023,s_411043
300024,s_296592
300025,s_516183
300026,s_290491
300027,s_351443
300028,s_7986
300029,s_3574428
300030,s_434646
300031,s_71186
300032,s_634174
300033,s_491396
300034,s_1426508
300035,s_350316
300036,s_2893943
300037,s_838010
300038,s_1474547
300039,s_330684
300040,s_391154
300041,s_4009954
300042,s_635371
300043,s_3738103
300044,s_2149035
300045,s_321509
300046,s_3858056
300047,s_160207
300048,s_160207
300049,s_2567884
300050,s_488888
300051,s_4004348
300052,s_1312383
300053,s_545051
300054,s_545051
300055,s_2254226
300056,s_868845
300057,s_802040
300058,s_475918
300059,s_386442
300060,s_388487
300061,s_712117
300062,s_164301
300063,s_72758
300064,s_81085
300065,s_81085
300066,s_2286162
300067,s_2286162
300068,s_508287
300069,s_2939231
300070,s_344471
300071,s_915826
300072,s_13230
300073,s_426387
300074,s_765697
300075,s_57227
300076,s_71186
300077,s_298834
300078,s_2006218
300079,s_12298
300080,s_558211
300081,s_2970543
300082,s_12420
300083,s_311240
300084,s_400794
300085,s_182262
300086,s_425619
300087,s_160952
300088,s_213707
300089,s_644235
300090,s_496350
300091,s_496350
300092,s_921625
300093,s_915826
300094,s_827748
300095,s_3684846
300096,s_484148
300097,s_3764292
300098,s_144888
300099,s_322025
300100,s_1313811
300101,s_3582008
300102,s_226890
300103,s_2200828
300104,s_181488
300105,s_166522
300106,s_96180
300107,s_80448
300108,s_80448
300109,s_644307
300110,s_644307
300111,s_644307
300112,s_644307
300113,s_644307
300114,s_644307
300115,s_251282
300116,s_492645
300117,s_493201
300118,s_439021
300119,s_287344
300120,s_3458839
300121,s_4040132
300122,s_2615253
300123,s_3694573
300124,s_569199
300125,s_493981
300126,s_3521830
300127,s_439021
300128,s_160207
300129,s_160207
300130,s_767658
300131,s_767658
300132,s_947637
300133,s_3477356
300134,s_3637026
300135,s_77230
300136,s_77230
300137,s_1694061
300138,s_3529978
300139,s_63306
300140,s_3556
300141,s_298312
300142,s_3523779
300143,s_3523779
300144,s_3410446
300145,s_4055245
300146,s_2887645
300147,s_646199
300148,s_870979
300149,s_13177
300150,s_3024241
300151,s_296847
300152,s_52447
300153,s_267059
300154,s_644307
300155,s_309881
300156,s_614044
300157,s_559955
300158,s_208915
300159,s_12521
300160,s_76171
300161,s_303003
300162,s_2152672
300163,s_458404
300164,s_3858056
300165,s_296847
300166,s_240723
300167,s_187553
300168,s_2611356
300169,s_506597
300170,s_1288406
300171,s_565673
300172,s_3089282
300173,s_240315
300174,s_752279
300175,s_271222
300176,s_3910874
300177,s_156588
300178,s_363090
300179,s_827748
300180,s_288430
300181,s_490007
300182,s_490007
300183,s_491340
300184,s_522897
300185,s_12521
300186,s_176656
300187,s_3922036
300188,s_491816
300189,s_203539
300190,s_1334527
300191,s_1334527
300192,s_45066
300193,s_5035
300194,s_1773707
300195,s_410668
300196,s_311240
300197,s_392349
300198,s_3964460
300199,s_748798
300200,s_3297981
300201,s_282837
300202,s_450099
300203,s_44445
300204,s_496
300205,s_3855343
300206,s_144888
300207,s_3565858
300208,s_3915241
300209,s_167880
300210,s_3701186
300211,s_2934107
300212,s_2160008
300213,s_2902419
300214,s_3788495
300215,s_49713
300216,s_143238
300217,s_3882031
300218,s_2258
300219,s_3446229
300220,s_4086
300221,s_60707
300222,s_10859
300223,s_760545
300224,s_282837
300225,s_4451
300226,s_535257
300227,s_1915400
300228,s_11648
300229,s_815167
300230,s_250643
300231,s_334783
300232,s_238899
300233,s_271810
300234,s_400794
300235,s_1745883
300236,s_298440
300237,s_180421
300238,s_54307
300239,s_288430
300240,s_499593
300241,s_439021
300242,s_271810
300243,s_279873
300244,s_252207
300245,s_298098
300246,s_767604
300247,s_885455
300248,s_2810187
300249,s_770662
300250,s_2423948
300251,s_3418809
300252,s_392139
300253,s_66767
