240001,s_1670186
240002,s_824128
240003,s_824128
240004,s_3914457
240005,s_251677
240006,s_635371
240007,s_3114438
240008,s_381998
240009,s_566708
240010,s_393124
240011,s_1025764
240012,s_7452
240013,s_597600
240014,s_3687299
240015,s_747954
240016,s_11905
240017,s_3345001
240018,s_532828
240019,s_389825
240020,s_1256610
240021,s_420285
240022,s_410705
240023,s_364305
240024,s_296592
240025,s_202391
240026,s_411198
240027,s_484707
240028,s_595077
240029,s_523046
240030,s_2259315
240031,s_2259315
240032,s_1595501
240033,s_1035004
240034,s_3788495
240035,s_520370
240036,s_682870
240037,s_606870
240038,s_75184
240039,s_506548
240040,s_1434386
240041,s_1434386
240042,s_3478295
240043,s_3996822
240044,s_457958
240045,s_295192
240046,s_293805
240047,s_293704
240048,s_293704
240049,s_2598606
240050,s_384780
240051,s_3819818
240052,s_389350
240053,s_3740508
240054,s_389264
240055,s_3740508
240056,s_3740508
240057,s_426386
240058,s_694655
240059,s_179252
240060,s_185088
240061,s_209068
240062,s_3740930
240063,s_165228
240064,s_3926172
240065,s_321509
240066,s_388667
240067,s_63152
240068,s_388753
240069,s_388487
240070,s_389350
240071,s_389264
240072,s_388487
240073,s_143304
240074,s_3735
240075,s_3941918
240076,s_769239
240077,s_3199162
240078,s_173618
240079,s_389403
240080,s_9554
240081,s_3953872
240082,s_412164
240083,s_296080
240084,s_13177
240085,s_3807422
240086,s_13177
240087,s_3807422
240088,s_4891
240089,s_299856
240090,s_352889
240091,s_297971
240092,s_3534278
240093,s_517764
240094,s_3788705
240095,s_75184
240096,s_4106
240097,s_411043
240098,s_23634
240099,s_649384
240100,s_3587253
240101,s_573811
240102,s_12298
240103,s_466889
240104,s_89172
240105,s_1948691
240106,s_143304
240107,s_208691
240108,s_208691
240109,s_143304
240110,s_333865
240111,s_434646
240112,s_3831548
240113,s_3443681
240114,s_3443681
240115,s_3443681
240116,s_3443681
240117,s_3443681
240118,s_320899
240119,s_534237
240120,s_3697861
240121,s_110312
240122,s_410754
240123,s_823616
240124,s_456
240125,s_643398
240126,s_87608
240127,s_1543233
240128,s_3788705
240129,s_3758476
240130,s_577222
240131,s_3451608
240132,s_3451608
240133,s_631943
240134,s_350865
240135,s_420285
240136,s_407156
240137,s_3858404
240138,s_512627
240139,s_3079550
240140,s_12981
240141,s_828102
240142,s_401160
240143,s_388736
240144,s_134331
240145,s_581782
240146,s_9660
240147,s_3767532
240148,s_143539
240149,s_2691361
240150,s_456538
240151,s_1051498
240152,s_463766
240153,s_463766
240154,s_80448
240155,s_419243
240156,s_186322
240157,s_8817
240158,s_287617
240159,s_433337
240160,s_429217
240161,s_2448625
240162,s_298312
240163,s_694816
240164,s_7464
240165,s_3819840
240166,s_873312
240167,s_873312
240168,s_299167
240169,s_669092
240170,s_476377
240171,s_414335
240172,s_1956651
240173,s_781564
240174,s_3493779
240175,s_649379
240176,s_410720
240177,s_3981172
240178,s_926156
240179,s_420286
240180,s_143304
240181,s_190451
240182,s_395475
240183,s_1114306
240184,s_3692816
240185,s_408716
240186,s_3975748
240187,s_47176
240188,s_4140
240189,s_542833
240190,s_2785606
240191,s_3620333
240192,s_296080
240193,s_594743
240194,s_433847
240195,s_523046
240196,s_2974859
240197,s_2975978
240198,s_2916543
240199,s_2916543
240200,s_48916
240201,s_3686420
240202,s_869267
240203,s_143910
240204,s_3411801
240205,s_434414
240206,s_405021
240207,s_583085
240208,s_257799
240209,s_255303
240210,s_351883
240211,s_3697
240212,s_12081
240213,s_415527
240214,s_467085
240215,s_288644
240216,s_44445
240217,s_44688
240218,s_3784764
240219,s_3875258
240220,s_397356
240221,s_72796
240222,s_160207
240223,s_143304
240224,s_195349
240225,s_79994
240226,s_3309592
240227,s_3309592
240228,s_52949
240229,s_143304
240230,s_3873848
240231,s_390986
240232,s_3633039
240233,s_1954486
240234,s_432564
240235,s_3840220
240236,s_412203
240237,s_702819
240238,s_388487
240239,s_388487
240240,s_761178
240241,s_1915400
240242,s_643862
240243,s_643862
240244,s_3534278
240245,s_330372
240246,s_22749
240247,s_643398
240248,s_685368
240249,s_349161
240250,s_2938197
240251,s_3598603
240252,s_1198312
240253,s_3855343
240254,s_568147
240255,s_22175
240256,s_22175
240257,s_22175
240258,s_181488
240259,s_149642
240260,s_143304
240261,s_143304
240262,s_143304
240263,s_143304
240264,s_143910
240265,s_823616
240266,s_80972
240267,s_306344
240268,s_314774
240269,s_644307
240270,s_66450
240271,s_408417
240272,s_393124
240273,s_412391
240274,s_568147
240275,s_2195618
240276,s_293805
240277,s_77146
240278,s_719088
240279,s_296677
240280,s_411043
240281,s_3964308
240282,s_217698
240283,s_411850
240284,s_987696
240285,s_297009
240286,s_826180
240287,s_149642
240288,s_149642
240289,s_788134
240290,s_3288306
240291,s_423219
240292,s_304431
240293,s_404178
240294,s_411767
240295,s_3493779
240296,s_209568
240297,s_3493779
240298,s_209568
240299,s_173095
240300,s_1151286
240301,s_411668
240302,s_21927
240303,s_524706
240304,s_242854
240305,s_408779
240306,s_282837
240307,s_508287
240308,s_376233
240309,s_20731
240310,s_456
240311,s_3425100
240312,s_532615
240313,s_195538
240314,s_3360267
240315,s_3632
240316,s_11343
240317,s_586368
240318,s_1084327
240319,s_2572515
240320,s_431263
240321,s_532892
240322,s_437604
240323,s_520687
240324,s_3051192
240325,s_44005
240326,s_8684
240327,s_446472
240328,s_782703
240329,s_782703
240330,s_149642
240331,s_149642
240332,s_149642
240333,s_2789464
240334,s_152386
240335,s_376593
240336,s_683362
240337,s_1944702
240338,s_7452
240339,s_788134
240340,s_8146
240341,s_383212
240342,s_621251
240343,s_395475
240344,s_4027292
240345,s_430699
240346,s_394261
240347,s_400834
240348,s_400834
240349,s_400834
240350,s_400834
240351,s_400834
240352,s_452164
240353,s_452164
240354,s_408716
240355,s_462322
240356,s_408470
240357,s_143910
240358,s_646953
240359,s_3493779
240360,s_926156
240361,s_143304
240362,s_420512
240363,s_3402
240364,s_4244
240365,s_802040
240366,s_166522
240367,s_346914
240368,s_3697881
240369,s_3999835
240370,s_301215
240371,s_415999
240372,s_2174862
240373,s_3697861
240374,s_633411
240375,s_410718
240376,s_455279
240377,s_3975481
240378,s_621759
240379,s_2943285
240380,s_643398
240381,s_491753
240382,s_9660
240383,s_819780
240384,s_75575
240385,s_300083
240386,s_383755
240387,s_141426
240388,s_383755
240389,s_1161707
240390,s_422910
240391,s_12797
240392,s_506646
240393,s_184415
240394,s_712595
240395,s_143304
240396,s_9637
240397,s_12281
240398,s_96068
240399,s_1383550
240400,s_478478
240401,s_451159
240402,s_2453470
240403,s_10288
240404,s_194807
240405,s_481494
240406,s_481494
240407,s_12981
240408,s_350316
240409,s_4012896
240410,s_423753
240411,s_12350
240412,s_3728667
240413,s_3698335
240414,s_130911
240415,s_3578421
240416,s_16473
240417,s_84903
240418,s_2204
240419,s_54307
240420,s_54307
240421,s_54307
240422,s_525418
240423,s_1894934
240424,s_349953
240425,s_143304
240426,s_143304
240427,s_148431
240428,s_96223
240429,s_535568
240430,s_434414
240431,s_7523
240432,s_345695
240433,s_143910
240434,s_92216
240435,s_92216
240436,s_38516
240437,s_49802
240438,s_110658
240439,s_296080
240440,s_9147
240441,s_121371
240442,s_152509
240443,s_593259
240444,s_398450
240445,s_7966
240446,s_1074351
240447,s_1044393
240448,s_864378
240449,s_460419
240450,s_3019895
240451,s_1961895
240452,s_293704
240453,s_293805
240454,s_3870828
240455,s_179310
240456,s_45040
240457,s_209285
240458,s_211290
240459,s_211290
240460,s_211438
240461,s_151451
240462,s_250851
240463,s_873312
240464,s_441353
240465,s_149642
240466,s_1181443
240467,s_12860
240468,s_3697881
240469,s_2963528
240470,s_373482
240471,s_486467
240472,s_3831548
240473,s_10579
240474,s_296080
240475,s_821170
240476,s_3854676
240477,s_297832
240478,s_816804
240479,s_130420
240480,s_3718546
240481,s_176340
240482,s_411850
240483,s_536738
240484,s_633878
240485,s_2615253
240486,s_3633039
240487,s_827748
240488,s_364305
240489,s_3609851
240490,s_3903055
240491,s_2558629
240492,s_729510
240493,s_3978294
240494,s_190451
240495,s_725534
240496,s_469
240497,s_49656
240498,s_416342
240499,s_373861
240500,s_3184031
240501,s_3369930
240502,s_1059159
240503,s_297641
240504,s_3074861
240505,s_3989910
240506,s_143304
240507,s_292379
240508,s_496
240509,s_1130627
240510,s_725534
240511,s_510334
240512,s_548921
240513,s_202391
240514,s_3869568
240515,s_358089
240516,s_482218
240517,s_389350
240518,s_926156
240519,s_2623857
240520,s_563521
240521,s_3819840
240522,s_486733
240523,s_649441
240524,s_426386
240525,s_355842
240526,s_3634
240527,s_1383550
240528,s_1376470
240529,s_1421048
240530,s_661231
240531,s_661231
240532,s_382066
240533,s_434289
240534,s_437652
240535,s_606867
240536,s_3681665
240537,s_175003
240538,s_175003
240539,s_1030053
240540,s_385222
240541,s_1938745
240542,s_2046283
240543,s_250643
240544,s_647275
240545,s_647624
240546,s_647507
240547,s_3757390
240548,s_143304
240549,s_393316
240550,s_44688
240551,s_611426
240552,s_3568515
240553,s_298040
240554,s_775
240555,s_304431
240556,s_1203918
240557,s_1203918
240558,s_12040
240559,s_4032676
240560,s_326331
240561,s_431870
240562,s_42867
240563,s_594252
240564,s_48293
240565,s_373482
240566,s_364305
240567,s_3058641
240568,s_827748
240569,s_458376
240570,s_2193582
240571,s_412569
240572,s_484707
240573,s_283157
240574,s_557885
240575,s_410892
240576,s_1126255
240577,s_2561290
240578,s_3255642
240579,s_3255642
240580,s_22175
240581,s_381304
240582,s_329134
240583,s_3544054
240584,s_486467
240585,s_405021
240586,s_495011
240587,s_543836
240588,s_2811108
240589,s_3864827
240590,s_1312383
240591,s_1175711
240592,s_534188
240593,s_534188
240594,s_444280
240595,s_296384
240596,s_2955488
240597,s_235089
240598,s_321509
240599,s_456538
240600,s_534188
240601,s_3819840
240602,s_300541
240603,s_3963548
240604,s_47109
240605,s_188891
240606,s_536738
240607,s_485190
240608,s_181895
240609,s_439021
240610,s_3348007
240611,s_3816514
240612,s_3104248
240613,s_221357
240614,s_3428721
240615,s_1670186
240616,s_3556
240617,s_621288
240618,s_426970
240619,s_3737251
240620,s_293785
240621,s_293805
240622,s_3751959
240623,s_1423200
240624,s_408417
240625,s_321001
240626,s_46342
240627,s_149642
240628,s_149642
240629,s_9147
240630,s_2047922
240631,s_10859
240632,s_767494
240633,s_289252
240634,s_669000
240635,s_533970
240636,s_3931231
240637,s_3931231
240638,s_13177
240639,s_517027
240640,s_13177
240641,s_517027
240642,s_676220
240643,s_296384
240644,s_296384
240645,s_3846218
240646,s_3717
240647,s_3824745
240648,s_3884
240649,s_479405
240650,s_479405
240651,s_42867
240652,s_42867
240653,s_421281
240654,s_359681
240655,s_496
240656,s_52780
240657,s_4027292
240658,s_503457
240659,s_15740
240660,s_8287
240661,s_1482996
240662,s_2718985
240663,s_3832153
240664,s_3832153
240665,s_3832153
240666,s_411247
240667,s_485196
240668,s_3632
240669,s_649441
240670,s_298312
240671,s_298312
240672,s_173095
240673,s_11648
240674,s_3389567
240675,s_298098
240676,s_434646
240677,s_434646
240678,s_2030967
240679,s_389561
240680,s_685058
240681,s_3351355
240682,s_60964
240683,s_60964
240684,s_60964
240685,s_552064
240686,s_1488950
240687,s_135336
240688,s_879335
240689,s_434414
240690,s_393124
240691,s_53617
240692,s_46416
240693,s_287617
240694,s_410750
240695,s_389634
240696,s_383621
240697,s_3739954
240698,s_434414
240699,s_60348
240700,s_299383
240701,s_555478
240702,s_1273818
240703,s_4038871
240704,s_523046
240705,s_411198
240706,s_97734
240707,s_3622417
240708,s_410750
240709,s_413580
240710,s_293704
240711,s_293704
240712,s_381583
240713,s_388736
240714,s_400605
240715,s_143304
240716,s_12565
240717,s_351443
240718,s_1135668
240719,s_152966
240720,s_223664
240721,s_3692816
240722,s_106654
