54042 0:-999 105:-61 347:-89 1807:-85 2063:-86 2292:-66 2880:-89 3764:-87 3886:-86 4121:-88 4393:-999
54043 0:-999 105:-49 300:-86 790:-73 1379:-88 1597:-62 1927:-62 2181:-86 2292:-72 2899:-50 2929:-61 4393:-999
33651 0:-999 101:-67 700:-72 714:-53 1027:-64 1030:-70 1455:-75 1709:-91 2748:-50 3770:-26 4393:-999
54169 0:-999 35:-84 689:-84 1413:-43 1529:-47 1606:-81 2255:-83 3236:-83 3486:-49 4228:-78 4387:-84 4393:-999
33768 0:-999 66:-52 830:-37 1302:-71 2498:-55 2961:-71 3223:-39 3379:-55 3621:-66 3783:-65 4393:-999
219788 0:-999 922:-84 1164:-81 1348:-80 1542:-78 1611:-84 1791:-82 2461:-62 2705:-64 3708:-74 4147:-72 4393:-999
219789 0:-999 212:-63 1032:-80 1654:-80 1696:-68 2215:-71 2461:-69 2706:-63 3120:-82 3427:-82 4393:-999
54261 0:-999 257:-55 266:-76 1163:-57 1379:-86 1955:-61 2009:-81 2093:-38 3482:-46 4071:-58 4393:-999
33846 0:-999 1501:-65 2748:-77 3090:-75 3522:-78 4092:-46 4126:-81 4393:-999
33847 0:-999 1501:-67 1762:-80 1916:-69 2748:-67 3090:-74 3522:-79 4092:-46 4126:-79 4393:-999
33848 0:-999 1501:-64 1916:-80 2748:-78 3090:-77 3522:-82 4092:-50 4126:-85 4393:-999
118961 0:-999 1022:-72 1245:-59 1445:-47 1804:-85 2037:-68 3287:-93 3708:-71 3716:-49 4147:-71 4323:-77 4393:-999
118998 0:-999 267:-76 690:-80 1253:-83 1397:-87 2233:-70 2376:-80 2443:-87 2743:-84 3022:-72 3808:-87 4393:-999
118999 0:-999 414:-85 627:-77 690:-47 761:-81 767:-81 1310:-80 1862:-54 3077:-61 4185:-81 4393:-999
119023 0:-999 444:-86 557:-65 782:-84 845:-78 1121:-54 2434:-85 2870:-79 3359:-70 4393:-999
