54036 0:-999 68:-47 785:-75 1261:-67 1359:-65 2624:-65 3624:-62 4107:-83 4270:-73 4306:-83 4414:-73 4460:-999
54037 0:-999 60:-86 327:-91 337:-89 582:-88 687:-84 1655:-82 2312:-78 2888:-55 3091:-38 4131:-92 4460:-999
219602 0:-999 657:-71 1337:-67 1672:-64 2032:-87 2940:-62 3148:-56 3369:-82 3893:-84 4056:-76 4372:-62 4460:-999
33633 0:-999 170:-67 508:-66 1104:-87 2404:-78 2774:-85 2841:-85 3163:-63 3209:-78 3528:-58 3986:-81 4460:-999
54090 0:-999 967:-83 1181:-88 2404:-82 2619:-86 2774:-75 2841:-78 3163:-70 3307:-88 3528:-75 3986:-48 4460:-999
33668 0:-999 170:-75 1104:-46 1596:-62 2047:-62 2774:-47 2841:-46 3088:-74 3163:-74 3428:-62 3528:-52 4460:-999
54106 0:-999 1104:-63 1407:-81 1596:-65 2047:-65 2614:-71 2774:-63 2841:-63 3363:-79 3428:-65 3528:-58 4460:-999
54108 0:-999 99:-73 371:-78 416:-59 437:-80 1337:-69 2032:-70 2146:-75 2940:-76 3369:-79 4242:-79 4460:-999
118856 0:-999 24:-69 539:-73 2025:-37 2654:-90 3176:-42 4233:-82 4460:-999
118857 0:-999 24:-68 539:-67 2025:-33 3176:-40 3739:-88 4460:-999
118858 0:-999 99:-86 158:-87 596:-86 850:-84 1337:-88 2545:-86 2697:-80 3435:-75 3759:-80 4242:-84 4460:-999
118872 0:-999 38:-84 402:-90 942:-82 1238:-84 1364:-90 2441:-56 2463:-84 3022:-56 3753:-76 4183:-78 4460:-999
118874 0:-999 212:-93 624:-68 996:-72 1021:-79 1337:-92 1999:-83 2520:-95 2575:-79 3044:-97 3759:-81 4460:-999
219757 0:-999 170:-52 1104:-80 1181:-76 2619:-82 2774:-80 2841:-80 3163:-41 3209:-66 3528:-57 3986:-65 4460:-999
118910 0:-999 487:-65 542:-46 672:-35 1005:-79 1474:-80 1673:-66 2423:-60 2818:-65 2961:-80 3813:-60 4460:-999
118963 0:-999 928:-72 1824:-74 1880:-80 1979:-53 2084:-76 2257:-73 2274:-61 2428:-79 4026:-45 4052:-75 4460:-999
33884 0:-999 243:-74 463:-78 641:-39 1329:-65 1371:-73 1864:-71 2637:-40 3071:-68 4102:-33 4353:-71 4460:-999
119038 0:-999 15:-76 61:-56 382:-73 463:-76 1685:-70 1864:-82 2243:-68 3458:-62 3476:-66 4353:-82 4460:-999
219933 0:-999 15:-78 38:-71 214:-82 463:-78 1238:-71 1864:-87 1939:-78 2463:-71 2802:-88 3663:-79 4460:-999
219934 0:-999 889:-65 942:-59 1449:-64 1953:-75 2215:-42 3124:-74 3527:-75 3753:-59 4175:-77 4270:-76 4460:-999
219935 0:-999 424:-39 687:-74 1655:-81 2312:-67 2425:-76 2756:-65 2888:-45 3091:-39 3188:-38 4178:-38 4460:-999
219936 0:-999 366:-62 1343:-39 1505:-73 1614:-53 1640:-66 2039:-83 2079:-89 4460:-999
219937 0:-999 1337:-90 1433:-81 1681:-75 2145:-87 2194:-79 2612:-75 2940:-87 3430:-76 3676:-71 4304:-89 4460:-999
219938 0:-999 38:-68 76:-72 2215:-81 2441:-81 2463:-68 3022:-82 3753:-48 4175:-89 4286:-37 4460:-999
219956 0:-999 212:-84 624:-80 850:-86 996:-75 1021:-78 1498:-78 2520:-84 2575:-74 3435:-87 3759:-84 4460:-999
119096 0:-999 76:-50 654:-85 874:-64 889:-86 3124:-86 3266:-24 3884:-83 4460:-999
33999 0:-999 424:-45 687:-80 1655:-81 2312:-68 2425:-84 2756:-65 2888:-52 3091:-46 3188:-48 4178:-48 4460:-999
34010 0:-999 85:-33 1359:-69 1667:-79 1880:-77 2428:-79 2624:-69 2641:-77 3257:-82 3333:-83 4414:-75 4460:-999
34025 0:-999 243:-75 583:-76 749:-88 1313:-92 1329:-27 1864:-77 2683:-89 3071:-76 3222:-89 4353:-77 4460:-999
220003 0:-999 416:-80 437:-67 712:-73 1437:-54 2406:-68 3542:-72 3737:-75 3738:-31 4460:-999
220007 0:-999 176:-69 992:-34 1515:-56 1827:-70 1902:-69 2414:-69 3094:-76 3621:-69 4177:-71 4460:-999
54485 0:-999 68:-82 839:-62 896:-45 1744:-56 1947:-59 2162:-46 2917:-50 3624:-63 4107:-50 4306:-50 4460:-999
119190 0:-999 61:-76 243:-67 591:-77 641:-71 701:-79 1286:-71 2637:-71 2893:-72 3071:-70 4456:-70 4460:-999
119270 0:-999 424:-42 687:-84 1655:-73 2312:-63 2425:-79 2756:-63 2888:-55 3091:-42 3188:-53 4178:-52 4460:-999
54579 0:-999 85:-60 3494:-79 4052:-78 4460:-999
220188 0:-999 25:-81 1405:-46 2303:-66 2307:-67 3483:-55 4051:-78 4083:-51 4249:-61 4388:-62 4460:-999
119324 0:-999 85:-46 412:-73 1667:-86 1824:-73 1880:-78 2428:-77 4052:-70 4248:-71 4270:-63 4414:-64 4460:-999
