118781 0:-999 50:-70 479:-72 491:-51 706:-45 806:-69 863:-82 1558:-39 1740:-57 1775:-59 1933:-999
33715 0:-999 160:-77 350:-77 422:-91 667:-80 969:-88 991:-74 1071:-78 1144:-61 1666:-53 1783:-60 1933:-999
219734 0:-999 222:-57 491:-80 841:-68 1208:-60 1258:-75 1362:-73 1490:-86 1558:-62 1637:-54 1775:-64 1933:-999
118913 0:-999 4:-67 338:-64 683:-66 838:-81 1017:-61 1143:-61 1188:-73 1448:-93 1824:-91 1837:-58 1933:-999
219959 0:-999 90:-45 223:-88 240:-70 415:-60 996:-66 1098:-89 1474:-65 1500:-62 1697:-89 1933:-999
219960 0:-999 90:-48 589:-63 951:-67 1074:-52 1183:-40 1302:-62 1305:-52 1351:-52 1500:-56 1531:-39 1933:-999
219961 0:-999 90:-29 389:-57 1069:-75 1074:-47 1171:-51 1183:-38 1237:-49 1351:-47 1500:-55 1531:-38 1933:-999
219962 0:-999 90:-43 224:-89 240:-70 389:-51 1171:-61 1367:-84 1500:-49 1531:-36 1814:-83 1905:-87 1933:-999
220078 0:-999 57:-82 112:-62 219:-57 247:-49 321:-59 782:-61 791:-61 831:-58 1309:-60 1656:-60 1933:-999
54522 0:-999 10:-76 219:-79 272:-50 427:-53 831:-70 842:-78 1078:-53 1130:-50 1177:-69 1200:-45 1933:-999
54523 0:-999 10:-80 219:-77 287:-66 427:-51 831:-67 842:-70 1130:-55 1177:-69 1200:-49 1901:-87 1933:-999
54553 0:-999 261:-80 272:-87 831:-80 1007:-77 1107:-27 1130:-86 1829:-87 1901:-35 1929:-23 1933:-999
54889 0:-999 175:-86 232:-78 841:-55 1193:-78 1208:-54 1568:-69 1637:-40 1740:-74 1775:-58 1842:-78 1933:-999
54998 0:-999 110:-85 317:-78 521:-83 894:-79 991:-56 1009:-70 1071:-70 1933:-999
55060 0:-999 14:-57 362:-68 460:-61 479:-32 650:-72 810:-67 1326:-66 1537:-69 1728:-69 1775:-58 1933:-999
55293 0:-999 76:-43 511:-60 526:-62 557:-92 609:-72 652:-70 701:-62 731:-81 1229:-61 1704:-41 1933:-999
55312 0:-999 175:-80 222:-55 1208:-44 1362:-59 1490:-82 1568:-64 1585:-70 1637:-56 1775:-57 1842:-75 1933:-999
55350 0:-999 10:-79 219:-79 220:-88 261:-85 798:-81 1107:-22 1112:-84 1255:-78 1901:-29 1929:-22 1933:-999
55440 0:-999 112:-51 287:-49 458:-87 842:-81 1130:-57 1177:-45 1200:-72 1309:-69 1656:-68 1901:-79 1933:-999
221041 0:-999 175:-84 222:-50 491:-80 653:-81 841:-72 1208:-47 1362:-69 1637:-60 1775:-62 1842:-79 1933:-999
221042 0:-999 65:-85 589:-73 1074:-55 1219:-70 1302:-71 1305:-69 1424:-88 1474:-62 1500:-59 1531:-52 1933:-999
221043 0:-999 389:-53 415:-81 1074:-53 1171:-68 1183:-37 1237:-53 1351:-53 1500:-46 1531:-38 1933:-999
221044 0:-999 589:-77 891:-86 996:-87 1074:-51 1171:-69 1183:-52 1302:-78 1305:-78 1500:-52 1531:-47 1933:-999
221045 0:-999 389:-59 467:-85 891:-88 1074:-49 1171:-68 1183:-41 1302:-59 1351:-51 1500:-51 1531:-39 1933:-999
221046 0:-999 467:-78 516:-69 589:-81 958:-81 994:-71 1000:-68 1094:-43 1302:-81 1424:-43 1500:-71 1933:-999
221047 0:-999 158:-87 589:-49 891:-76 1000:-77 1094:-77 1302:-53 1367:-79 1369:-73 1424:-77 1500:-57 1933:-999
221048 0:-999 389:-50 589:-65 1074:-49 1183:-59 1237:-50 1302:-63 1305:-74 1351:-49 1500:-48 1531:-60 1933:-999
120260 0:-999 112:-62 287:-69 427:-48 667:-59 991:-67 1078:-37 1130:-69 1177:-74 1200:-69 1205:-62 1933:-999
35427 0:-999 15:-61 460:-61 479:-32 650:-82 787:-79 810:-70 843:-75 1050:-79 1226:-59 1537:-65 1933:-999
55826 0:-999 63:-82 249:-87 616:-82 647:-70 710:-37 1191:-37 1350:-84 1593:-75 1649:-82 1792:-47 1933:-999
221413 0:-999 422:-49 596:-64 610:-76 716:-69 969:-49 1226:-77 1469:-66 1666:-75 1779:-73 1783:-77 1933:-999
221414 0:-999 268:-80 422:-61 551:-72 581:-58 596:-62 610:-71 969:-60 991:-74 1933:-999
120549 0:-999 460:-61 479:-53 510:-73 650:-71 709:-77 810:-78 843:-46 1226:-76 1326:-53 1537:-73 1933:-999
120550 0:-999 460:-60 479:-53 510:-79 650:-77 810:-74 843:-39 1326:-49 1537:-68 1640:-86 1728:-69 1933:-999
55891 0:-999 10:-83 112:-91 261:-83 1107:-34 1255:-82 1309:-88 1536:-79 1829:-81 1901:-23 1929:-35 1933:-999
55892 0:-999 65:-77 196:-68 589:-38 891:-72 1074:-63 1302:-40 1351:-49 1369:-83 1500:-66 1771:-70 1933:-999
120649 0:-999 415:-77 1074:-60 1171:-68 1183:-47 1219:-70 1351:-58 1367:-89 1500:-53 1531:-48 1933:-999
56160 0:-999 224:-63 337:-74 418:-65 591:-35 880:-64 945:-71 996:-62 1487:-69 1933:-999
35945 0:-999 65:-60 589:-37 1074:-56 1171:-71 1183:-57 1237:-66 1302:-37 1351:-38 1500:-58 1531:-57 1933:-999
35946 0:-999 65:-73 415:-63 1074:-49 1094:-90 1171:-68 1219:-60 1474:-58 1500:-57 1531:-56 1623:-90 1933:-999
35947 0:-999 589:-58 1074:-52 1094:-86 1302:-59 1351:-53 1369:-78 1424:-86 1474:-61 1500:-57 1531:-40 1933:-999
35948 0:-999 70:-60 77:-72 268:-78 422:-51 596:-58 610:-62 716:-71 991:-68 1585:-78 1779:-72 1933:-999
35950 0:-999 377:-47 445:-61 467:-75 589:-60 803:-80 1094:-77 1367:-77 1424:-78 1500:-78 1624:-71 1933:-999
35982 0:-999 65:-69 196:-71 1074:-55 1149:-88 1171:-71 1183:-44 1351:-55 1367:-83 1394:-69 1531:-43 1933:-999
35983 0:-999 65:-75 415:-66 418:-79 1074:-49 1171:-73 1183:-51 1351:-49 1367:-83 1394:-84 1531:-52 1933:-999
56590 0:-999 122:-72 208:-82 357:-84 436:-39 718:-62 838:-64 1448:-32 1554:-60 1639:-35 1824:-52 1933:-999
56591 0:-999 122:-68 838:-66 1188:-74 1328:-73 1402:-68 1448:-35 1478:-67 1554:-59 1622:-70 1824:-59 1933:-999
56592 0:-999 431:-63 476:-53 555:-72 663:-46 852:-41 1197:-45 1460:-58 1522:-45 1635:-51 1690:-57 1933:-999
222286 0:-999 110:-58 422:-46 596:-60 610:-63 704:-60 716:-59 969:-46 991:-63 1071:-66 1666:-70 1933:-999
121447 0:-999 77:-73 160:-67 317:-53 427:-86 667:-75 894:-48 991:-60 1666:-83 1779:-69 1933:-999
222361 0:-999 589:-64 951:-75 994:-66 1074:-46 1171:-72 1183:-56 1302:-64 1305:-71 1351:-46 1531:-58 1933:-999
222362 0:-999 65:-67 196:-76 994:-75 1074:-46 1171:-67 1183:-43 1219:-73 1351:-48 1394:-72 1531:-54 1933:-999
222363 0:-999 589:-66 994:-84 1074:-52 1171:-71 1183:-53 1219:-68 1302:-64 1351:-52 1394:-79 1531:-53 1933:-999
56814 0:-999 431:-83 555:-81 663:-26 1140:-71 1197:-41 1460:-71 1522:-42 1561:-85 1690:-64 1795:-52 1933:-999
56815 0:-999 503:-74 647:-75 710:-59 984:-49 1191:-58 1238:-83 1326:-90 1593:-83 1678:-83 1792:-49 1933:-999
56816 0:-999 141:-81 431:-91 663:-89 1197:-79 1460:-85 1522:-79 1635:-76 1690:-67 1770:-81 1795:-69 1933:-999
222389 0:-999 77:-73 160:-53 317:-30 350:-51 521:-44 596:-82 894:-21 991:-28 1071:-50 1144:-72 1933:-999
121527 0:-999 186:-68 510:-78 650:-79 1050:-86 1326:-42 1374:-80 1537:-73 1728:-73 1775:-72 1933:-999
121558 0:-999 222:-52 313:-80 706:-85 1082:-82 1208:-50 1258:-80 1502:-80 1558:-69 1637:-61 1867:-80 1933:-999
121585 0:-999 4:-83 11:-81 63:-73 338:-74 1017:-67 1143:-60 1287:-88 1837:-60 1861:-85 1909:-57 1933:-999
121586 0:-999 110:-61 268:-76 422:-53 596:-56 610:-63 716:-74 969:-50 991:-66 1071:-73 1779:-74 1933:-999
222558 0:-999 15:-57 362:-69 479:-69 491:-43 706:-41 806:-67 1055:-59 1558:-51 1740:-56 1933:-999
56999 0:-999 222:-69 416:-90 841:-56 1193:-79 1208:-42 1258:-60 1490:-68 1637:-43 1842:-79 1933:-999
121748 0:-999 70:-59 422:-41 551:-70 581:-57 596:-51 610:-62 716:-60 1226:-77 1779:-70 1783:-77 1933:-999
222715 0:-999 127:-62 268:-79 557:-72 609:-74 731:-61 840:-61 1229:-69 1560:-73 1666:-92 1704:-77 1933:-999
222791 0:-999 77:-85 110:-79 427:-57 521:-90 667:-39 991:-59 1078:-53 1200:-70 1744:-52 1787:-92 1933:-999
57314 0:-999 77:-70 317:-45 422:-75 610:-75 667:-65 894:-26 991:-34 1144:-72 1666:-75 1779:-61 1933:-999
122026 0:-999 65:-79 196:-73 589:-42 1074:-56 1302:-43 1351:-56 1367:-82 1500:-80 1624:-80 1694:-90 1933:-999
222972 0:-999 14:-75 295:-71 362:-88 460:-77 479:-72 650:-86 843:-55 933:-86 1326:-62 1640:-87 1933:-999
37056 0:-999 57:-83 219:-64 247:-52 287:-75 321:-48 599:-80 782:-69 791:-69 1309:-63 1656:-63 1933:-999
37057 0:-999 57:-81 219:-60 247:-48 287:-73 321:-44 599:-78 782:-67 791:-67 1309:-59 1656:-59 1933:-999
37130 0:-999 73:-67 357:-59 597:-46 1017:-59 1188:-79 1218:-70 1396:-74 1472:-56 1885:-67 1909:-47 1933:-999
37131 0:-999 73:-72 357:-58 597:-48 718:-72 927:-46 1017:-61 1218:-73 1472:-59 1489:-61 1909:-47 1933:-999
223153 0:-999 110:-85 268:-79 374:-74 511:-71 526:-38 557:-76 610:-82 652:-71 701:-39 840:-69 1933:-999
122393 0:-999 77:-70 317:-21 521:-51 667:-70 894:-37 969:-92 991:-27 1071:-69 1078:-76 1779:-76 1933:-999
223350 0:-999 389:-62 467:-85 589:-66 891:-86 1074:-57 1183:-52 1237:-61 1351:-57 1500:-57 1531:-52 1933:-999
223351 0:-999 389:-63 1074:-59 1183:-47 1302:-75 1351:-60 1474:-58 1500:-59 1531:-47 1933:-999
223352 0:-999 467:-57 589:-47 1074:-48 1183:-62 1302:-49 1351:-47 1367:-74 1424:-81 1500:-63 1531:-61 1933:-999
223376 0:-999 222:-43 313:-71 476:-90 491:-79 841:-58 1208:-36 1362:-63 1490:-70 1842:-71 1867:-76 1933:-999
37640 0:-999 196:-50 467:-72 589:-33 1074:-45 1302:-33 1351:-45 1369:-68 1394:-73 1474:-71 1500:-70 1933:-999
37641 0:-999 196:-58 224:-69 589:-33 606:-84 994:-67 1074:-46 1302:-33 1351:-46 1367:-81 1369:-73 1933:-999
37714 0:-999 77:-72 317:-53 521:-46 523:-87 667:-75 894:-31 991:-41 1071:-41 1783:-86 1933:-999
223732 0:-999 435:-79 436:-84 520:-44 690:-81 1188:-61 1448:-88 1489:-88 1623:-92 1639:-83 1933:-999
122874 0:-999 110:-82 268:-66 308:-61 511:-70 526:-44 557:-73 610:-66 840:-65 981:-66 1229:-74 1933:-999
