54064 0:-999 148:-52 583:-81 862:-31 2254:-59 2442:-81 2486:-76 2577:-71 2588:-74 2616:-59 2776:-71 3077:-999
54065 0:-999 58:-62 866:-82 1132:-51 1164:-85 1474:-59 1786:-74 2053:-75 2172:-67 3077:-999
33661 0:-999 156:-91 1316:-40 1712:-76 1750:-89 2364:-88 2413:-85 2978:-87 2996:-87 3077:-999
33662 0:-999 637:-77 1313:-88 1316:-60 1712:-76 1750:-87 2364:-90 2538:-91 2978:-89 3034:-88 3077:-999
33730 0:-999 587:-75 647:-65 669:-47 727:-47 837:-77 1511:-86 2201:-49 2317:-69 2756:-69 3066:-77 3077:-999
118880 0:-999  3077:-999
54204 0:-999 255:-67 572:-69 711:-83 910:-66 1129:-78 1495:-53 1534:-44 2080:-75 2357:-76 2367:-74 3077:-999
118950 0:-999 103:-46 442:-60 550:-80 582:-61 863:-54 1024:-84 1135:-63 1473:-71 2362:-39 2871:-62 3077:-999
118971 0:-999 1313:-92 1316:-58 1712:-81 1750:-91 2413:-88 2996:-92 3077:-999
118972 0:-999 1316:-52 1712:-82 2413:-86 3077:-999
118973 0:-999 637:-76 878:-82 983:-92 1316:-55 1712:-85 1750:-91 1787:-84 2413:-86 2461:-90 2996:-90 3077:-999
118974 0:-999 350:-92 878:-91 1316:-51 1712:-83 2141:-93 2364:-93 2413:-90 2996:-88 3077:-999
119013 0:-999 214:-86 935:-52 1424:-82 1788:-45 2216:-49 2218:-69 2302:-51 2937:-66 3003:-73 3052:-76 3077:-999
119014 0:-999 113:-76 180:-74 552:-69 714:-63 976:-74 1029:-64 1429:-75 1669:-72 2133:-78 2997:-62 3077:-999
119015 0:-999 637:-83 878:-83 1316:-56 1712:-83 2413:-93 3077:-999
119016 0:-999 524:-80 819:-83 994:-87 1055:-77 1654:-52 1800:-77 1911:-50 1919:-82 2049:-64 2780:-81 3077:-999
54337 0:-999 289:-63 303:-51 383:-63 831:-40 1422:-52 1931:-70 2019:-63 2357:-40 2367:-60 3077:-999
119039 0:-999 208:-70 293:-65 614:-65 661:-70 1447:-64 2453:-50 2514:-62 2711:-47 2726:-67 2848:-44 3077:-999
119076 0:-999 637:-83 878:-82 886:-90 1316:-46 1712:-77 1787:-89 2413:-88 3077:-999
119077 0:-999 139:-68 519:-73 670:-77 763:-49 1202:-57 1755:-71 2115:-56 2316:-69 2490:-81 2857:-37 3077:-999
54435 0:-999 392:-66 779:-43 1160:-43 1471:-39 1513:-54 2348:-55 2484:-54 2628:-57 2832:-49 2968:-51 3077:-999
34160 0:-999 670:-67 840:-73 1202:-66 1695:-68 1755:-59 1789:-61 2115:-54 2316:-69 2490:-55 2857:-40 3077:-999
34161 0:-999 291:-77 670:-60 1024:-49 1202:-55 1308:-71 1695:-50 1755:-61 1789:-64 2115:-54 2857:-39 3077:-999
54591 0:-999 41:-45 103:-63 348:-51 417:-81 863:-52 1135:-78 2002:-48 2063:-62 2871:-81 3043:-80 3077:-999
54592 0:-999 41:-48 103:-55 327:-87 348:-62 582:-47 863:-54 1135:-72 1894:-66 2063:-56 2362:-62 3077:-999
54593 0:-999 41:-59 327:-67 582:-65 863:-49 1135:-66 1894:-71 2063:-36 2129:-59 2362:-50 2490:-56 3077:-999
119378 0:-999 5:-68 369:-43 392:-67 779:-51 1290:-79 1471:-46 1513:-53 1608:-76 2294:-68 2832:-58 3077:-999
119379 0:-999 5:-63 369:-41 779:-53 1160:-53 1302:-45 1471:-42 1513:-58 2484:-58 2628:-57 2832:-65 3077:-999
119416 0:-999 255:-85 413:-45 572:-64 591:-83 990:-71 1242:-85 1373:-72 1460:-76 1626:-86 2323:-70 3077:-999
220296 0:-999 785:-80 897:-56 958:-67 1966:-63 1995:-48 2029:-61 2050:-63 2309:-67 2349:-80 3077:-999
119459 0:-999 285:-79 572:-67 1595:-75 2052:-82 2079:-79 2309:-70 3015:-80 3020:-59 3077:-999
220497 0:-999 103:-88 550:-86 729:-85 763:-46 786:-63 1024:-56 1473:-79 1755:-70 2564:-46 2871:-81 3077:-999
220588 0:-999 103:-54 118:-62 386:-86 582:-76 863:-52 1473:-74 1518:-80 1894:-73 2362:-52 2408:-64 3077:-999
55095 0:-999 610:-51 805:-59 1187:-54 1222:-67 1831:-49 1969:-59 2362:-79 2872:-47 3045:-47 3077:-999
55184 0:-999 193:-75 563:-64 660:-65 835:-56 1597:-70 2067:-37 2254:-61 2444:-54 2598:-72 2616:-60 3077:-999
119932 0:-999 41:-65 363:-74 670:-44 840:-74 1308:-70 1755:-59 1789:-68 2129:-65 2362:-74 2490:-59 3077:-999
55240 0:-999 255:-85 413:-34 572:-60 591:-75 734:-65 990:-68 1373:-66 1564:-91 2323:-73 2587:-87 3077:-999
119958 0:-999 41:-65 103:-68 340:-83 348:-83 417:-82 1755:-60 2490:-64 2500:-57 2871:-51 3043:-88 3077:-999
119986 0:-999 651:-40 1595:-74 1966:-54 2050:-68 2052:-78 2079:-81 2190:-91 2214:-83 2309:-66 3049:-91 3077:-999
120085 0:-999 637:-82 878:-81 886:-88 1316:-44 1712:-77 1787:-89 2413:-88 2461:-94 2996:-92 3077:-999
120086 0:-999 637:-77 878:-77 1313:-87 1316:-48 1712:-85 2413:-87 2723:-93 2996:-90 3077:-999
120087 0:-999 1316:-47 2413:-89 2996:-90 3077:-999
120088 0:-999 1316:-46 1750:-92 2413:-91 3077:-999
120089 0:-999 156:-91 350:-90 637:-79 878:-79 1316:-48 1712:-83 1750:-90 2413:-80 2461:-91 2996:-90 3077:-999
