54049 0:-999 152:-74 1618:-85 1658:-83 1780:-66 2500:-52 2594:-87 2644:-56 2734:-91 3094:-85 3952:-85 4039:-999
33617 0:-999 950:-77 1353:-74 1790:-82 2026:-86 2612:-68 2992:-80 3227:-52 3505:-87 3912:-45 4008:-85 4039:-999
54091 0:-999 33:-25 614:-40 1085:-47 1455:-74 1636:-68 1795:-90 2497:-72 2503:-70 2975:-68 3355:-69 4039:-999
54092 0:-999 423:-92 614:-68 718:-72 1550:-70 1625:-91 1777:-65 1840:-68 2533:-60 2975:-54 3512:-64 4039:-999
33711 0:-999 33:-70 427:-68 718:-69 896:-39 1455:-45 1636:-71 1734:-73 2503:-64 2535:-72 3881:-75 4039:-999
33721 0:-999 436:-74 608:-74 628:-71 1257:-68 1869:-64 1980:-52 2733:-72 3863:-35 3900:-36 3940:-42 4039:-999
219715 0:-999 712:-37 1237:-63 1361:-78 1372:-58 1638:-78 1683:-59 1970:-57 2661:-34 4036:-62 4039:-999
33746 0:-999 64:-46 67:-94 607:-69 646:-64 718:-76 896:-77 1877:-80 2535:-79 4039:-999
33774 0:-999 712:-37 1150:-74 1237:-69 1372:-61 1608:-84 1683:-59 1970:-43 2661:-43 3163:-75 4036:-67 4039:-999
219770 0:-999 127:-79 429:-61 554:-37 853:-84 958:-70 1052:-55 1299:-74 1817:-29 2743:-80 3897:-68 4039:-999
219771 0:-999 33:-54 451:-67 902:-80 1777:-73 1889:-66 2503:-64 2533:-69 2747:-69 2770:-60 2975:-65 4039:-999
33883 0:-999 58:-84 571:-85 572:-77 977:-77 1127:-70 1148:-70 2260:-85 2293:-80 2714:-82 3801:-53 4039:-999
119005 0:-999 102:-46 551:-65 585:-85 1828:-68 2089:-50 2380:-69 2598:-54 3102:-86 3932:-83 4039:-999
219921 0:-999 152:-84 1076:-85 1618:-81 1780:-47 1871:-89 2500:-50 2644:-53 3094:-84 3175:-87 3952:-80 4039:-999
54381 0:-999 300:-72 313:-76 698:-24 858:-51 1041:-72 1194:-76 1917:-91 2115:-55 2542:-72 3867:-77 4039:-999
33988 0:-999 429:-59 958:-63 1080:-69 1127:-72 1148:-45 1299:-31 1400:-72 1657:-69 2452:-64 3897:-76 4039:-999
34002 0:-999 23:-60 1338:-39 1883:-69 1917:-86 2443:-70 2770:-66 3502:-54 3587:-57 3613:-77 3827:-54 4039:-999
54457 0:-999 958:-63 1080:-62 1299:-77 1400:-85 1657:-62 1817:-73 2452:-61 2959:-92 3897:-63 4039:-999
34075 0:-999 606:-64 1010:-79 1352:-68 1649:-73 1787:-66 2490:-74 2740:-67 3582:-35 3611:-64 3933:-65 4039:-999
54520 0:-999 979:-41 1652:-36 1819:-37 1864:-67 2279:-33 2552:-53 2859:-36 3613:-54 3822:-70 3894:-31 4039:-999
34162 0:-999 148:-60 632:-77 1209:-50 1755:-68 1920:-48 2584:-53 3400:-83 3582:-66 3677:-74 4039:-999
54558 0:-999 429:-63 654:-88 958:-48 1080:-52 1148:-67 1299:-79 1430:-82 1657:-52 2452:-48 3897:-53 4039:-999
54571 0:-999 130:-62 757:-68 983:-79 2199:-44 2420:-73 2918:-78 3396:-83 3500:-76 3580:-81 3803:-83 4039:-999
119327 0:-999 474:-82 638:-47 761:-74 1122:-42 1957:-75 2263:-57 2458:-70 2728:-81 3049:-70 3365:-76 4039:-999
34241 0:-999 1127:-65 1400:-54 1430:-87 2568:-67 2646:-58 2793:-71 3267:-62 3524:-90 3801:-84 4039:-999
220230 0:-999 130:-76 757:-67 983:-76 2041:-84 2199:-41 2281:-76 2420:-73 2437:-79 2918:-85 3070:-73 4039:-999
