33652 0:-999 123:-86 610:-39 885:-75 1528:-61 1872:-67 2369:-89 3112:-79 3489:-77 3787:-85 4565:-999
33653 0:-999 235:-75 598:-84 751:-76 1003:-81 1226:-61 1250:-53 1994:-84 2767:-61 3361:-76 4172:-70 4565:-999
33654 0:-999 1380:-78 1756:-45 1880:-46 2241:-66 2313:-76 2858:-71 3145:-75 3206:-83 3569:-71 3728:-45 4565:-999
118806 0:-999 885:-59 1409:-64 1765:-49 2140:-53 2241:-60 2257:-57 2984:-64 3112:-31 3728:-60 4565:-999
54112 0:-999 1838:-77 2457:-73 3560:-48 3835:-52 3892:-32 3918:-58 4221:-48 4351:-57 4471:-48 4565:-999
33686 0:-999 91:-52 535:-52 831:-44 1544:-43 1926:-39 2143:-34 2323:-52 2480:-41 3642:-35 4041:-44 4565:-999
118850 0:-999 738:-78 757:-46 788:-67 1077:-67 1589:-71 2316:-44 2384:-65 2753:-73 3619:-71 4509:-65 4565:-999
219768 0:-999 1438:-65 1528:-86 2241:-71 2516:-56 2606:-62 3112:-72 3159:-68 3728:-76 3787:-84 3976:-76 4565:-999
219806 0:-999 1147:-73 1235:-39 1946:-27 2896:-80 3878:-77 4565:-999
219807 0:-999 12:-86 49:-69 757:-55 788:-82 1077:-77 1301:-81 2259:-69 2316:-57 2558:-86 4509:-77 4565:-999
118931 0:-999 532:-88 567:-58 821:-73 1093:-80 1423:-64 2205:-72 2453:-73 2511:-75 4359:-77 4565:-999
219808 0:-999 757:-77 1223:-71 1226:-82 1548:-45 1968:-65 2259:-61 2316:-80 2558:-62 3225:-45 4565:-999
219835 0:-999 187:-92 383:-60 767:-62 1223:-63 1548:-38 2259:-59 2558:-63 3225:-45 3260:-59 3495:-63 4565:-999
118964 0:-999 106:-56 1113:-66 3028:-66 3087:-86 3094:-62 3994:-63 4221:-58 4351:-67 4441:-69 4454:-84 4565:-999
54292 0:-999 91:-85 535:-84 1535:-70 1550:-82 2323:-85 3100:-82 3310:-54 4263:-54 4415:-83 4552:-69 4565:-999
119043 0:-999 621:-48 674:-46 878:-57 1452:-85 2640:-30 3239:-46 3331:-85 3653:-46 4565:-999
54373 0:-999 359:-30 1059:-29 1112:-80 1208:-70 1689:-83 2190:-90 2245:-80 2498:-63 2713:-91 3755:-89 4565:-999
33954 0:-999 65:-69 211:-81 305:-72 665:-81 916:-46 1063:-80 1748:-72 2495:-70 2725:-88 4290:-37 4565:-999
33955 0:-999 757:-78 1009:-87 1232:-80 1968:-70 2259:-55 2316:-76 2992:-79 3192:-91 4255:-79 4319:-87 4565:-999
33956 0:-999 757:-56 1009:-82 1232:-69 2316:-44 2954:-85 2992:-67 3192:-68 4125:-85 4255:-67 4319:-82 4565:-999
54379 0:-999 297:-74 302:-69 1309:-71 1354:-71 2338:-75 2369:-57 2441:-87 2597:-61 3119:-79 4106:-80 4565:-999
33976 0:-999 767:-60 1009:-86 1223:-59 1548:-40 1968:-66 2259:-55 2558:-58 3225:-40 3495:-60 4319:-84 4565:-999
34009 0:-999 104:-31 639:-71 1147:-58 1235:-58 1946:-66 3069:-44 3452:-40 3931:-58 4292:-54 4347:-58 4565:-999
34069 0:-999 401:-46 485:-36 674:-60 3112:-67 3206:-48 3239:-55 3434:-38 3643:-71 3653:-75 4421:-76 4565:-999
220056 0:-999 610:-30 995:-67 1481:-76 1528:-55 1872:-53 2940:-67 3076:-76 3112:-64 3208:-65 4008:-82 4565:-999
220057 0:-999 14:-26 301:-72 1142:-85 1202:-82 1813:-48 1822:-81 1927:-67 2817:-59 3057:-86 4121:-86 4565:-999
220058 0:-999 32:-36 413:-33 571:-70 847:-55 853:-75 1146:-69 2120:-75 2907:-72 3964:-33 4512:-44 4565:-999
119186 0:-999 443:-71 880:-82 981:-77 2011:-77 2241:-63 3239:-62 3509:-53 4273:-78 4439:-77 4565:-999
119213 0:-999 222:-63 490:-72 547:-66 2024:-74 2333:-89 2766:-63 2784:-70 3085:-68 3781:-68 4310:-70 4565:-999
119280 0:-999 344:-82 757:-78 767:-60 1223:-59 2259:-51 2316:-79 2558:-53 2781:-72 3495:-58 4565:-999
119288 0:-999 1656:-50 1872:-70 2241:-76 2984:-70 3112:-66 3188:-79 3728:-72 3787:-68 4106:-64 4565:-999
54586 0:-999 182:-61 598:-73 681:-64 751:-78 1250:-50 1314:-76 3265:-61 3347:-42 4058:-74 4172:-57 4565:-999
34192 0:-999 123:-53 796:-77 2369:-57 2557:-71 2597:-37 2784:-74 3058:-72 3088:-59 3137:-60 3309:-71 4565:-999
34193 0:-999 123:-64 796:-77 1241:-66 2143:-81 2330:-65 2369:-65 2635:-84 2899:-83 3441:-84 4327:-84 4565:-999
34194 0:-999 490:-61 1236:-45 1372:-90 1511:-73 1550:-40 1597:-58 1954:-81 2151:-22 3576:-23 4318:-83 4565:-999
119305 0:-999 392:-52 864:-55 1321:-42 1617:-58 1820:-60 2069:-54 2169:-55 3052:-53 4199:-55 4301:-67 4565:-999
34239 0:-999 757:-48 1009:-80 1232:-78 1301:-79 1968:-69 2259:-61 2298:-76 2316:-52 3192:-71 4319:-80 4565:-999
34262 0:-999 32:-37 413:-20 454:-81 571:-62 847:-58 1146:-79 2183:-74 2674:-73 3964:-20 4512:-46 4565:-999
34322 0:-999 104:-34 403:-66 639:-70 1147:-32 2896:-53 3069:-39 3452:-45 3931:-34 4292:-69 4347:-58 4565:-999
34345 0:-999 91:-85 123:-78 415:-53 1535:-66 3025:-87 3119:-87 3310:-49 4263:-49 4344:-53 4565:-999
54760 0:-999 249:-80 451:-77 1148:-46 2071:-69 2376:-67 3173:-68 3510:-75 4139:-33 4257:-45 4385:-72 4565:-999
54761 0:-999 607:-73 1148:-46 1167:-81 1335:-69 2071:-73 2376:-74 3173:-72 3302:-38 4139:-23 4257:-33 4565:-999
54762 0:-999 318:-46 619:-59 1070:-87 1363:-61 1717:-41 1819:-40 3117:-77 3612:-40 3942:-87 4205:-76 4565:-999
220356 0:-999 165:-91 1409:-63 1656:-46 1834:-61 2257:-56 2538:-56 3046:-79 3099:-81 3112:-59 4503:-70 4565:-999
119487 0:-999 211:-73 604:-66 767:-66 1223:-66 1474:-63 1548:-44 1968:-64 2259:-51 3225:-44 4565:-999
54859 0:-999 1117:-78 1765:-49 2009:-49 2257:-53 2337:-79 2538:-53 2881:-83 3112:-32 3145:-71 3364:-83 4565:-999
54898 0:-999 297:-85 831:-78 1544:-84 2480:-87 3310:-57 3576:-87 3609:-69 4041:-86 4263:-57 4565:-999
220498 0:-999 490:-68 1511:-86 1773:-88 1954:-86 2629:-44 3365:-79 3576:-37 3974:-80 4565:-999
34533 0:-999 738:-69 757:-56 767:-76 1009:-78 1223:-82 1351:-43 1968:-67 2259:-58 3192:-70 4038:-80 4565:-999
34534 0:-999 757:-46 1336:-77 2259:-56 2316:-45 2866:-92 2992:-69 3192:-59 4038:-77 4255:-69 4565:-999
54941 0:-999 182:-68 235:-69 681:-63 1314:-68 2767:-65 3077:-39 3265:-70 3347:-36 4172:-66 4185:-83 4565:-999
119658 0:-999 595:-72 1409:-80 1438:-67 1656:-73 1880:-87 2049:-80 2241:-80 3159:-67 3492:-72 3728:-76 4565:-999
54980 0:-999 118:-61 283:-73 485:-65 1266:-61 3203:-60 3206:-44 3239:-60 3434:-67 3643:-70 3908:-67 4565:-999
220587 0:-999 118:-79 549:-90 848:-84 1266:-78 1770:-90 1867:-77 2255:-80 3714:-77 4273:-76 4558:-77 4565:-999
55040 0:-999 383:-49 767:-70 1223:-69 1351:-74 2558:-66 2793:-78 3260:-48 3495:-70 4038:-81 4565:-999
55086 0:-999 79:-33 1528:-57 1872:-72 2044:-50 2940:-77 3208:-69 3505:-68 4091:-74 4197:-49 4506:-33 4565:-999
55088 0:-999 560:-56 1090:-58 1108:-56 1113:-54 2132:-54 2349:-80 2457:-76 3835:-62 4441:-65 4565:-999
119815 0:-999 607:-68 1014:-83 1148:-58 1335:-79 2376:-84 3173:-68 3302:-49 4139:-44 4257:-41 4385:-83 4565:-999
34717 0:-999 179:-61 461:-55 1133:-75 1801:-51 2369:-66 2597:-72 3407:-57 4157:-68 4333:-51 4565:-999
119816 0:-999 451:-82 607:-72 1148:-53 1167:-84 2376:-84 3173:-70 3302:-52 4139:-40 4257:-38 4385:-82 4565:-999
119821 0:-999 403:-56 961:-68 1594:-68 1713:-64 2079:-68 2704:-69 2712:-44 3069:-73 3665:-58 4347:-63 4565:-999
55132 0:-999 79:-51 405:-66 668:-66 1214:-69 1765:-75 2009:-75 3211:-67 4106:-67 4338:-69 4506:-52 4565:-999
55143 0:-999 313:-48 812:-74 1062:-74 1067:-39 1375:-66 1761:-56 2640:-73 3206:-77 3769:-66 4565:-999
220773 0:-999 91:-47 123:-66 535:-49 831:-30 1544:-44 2323:-49 2480:-45 3642:-41 4041:-49 4565:-999
220774 0:-999 91:-51 123:-77 535:-49 831:-42 1544:-44 2323:-48 2480:-42 3642:-45 4041:-41 4565:-999
119905 0:-999 182:-69 235:-55 446:-68 681:-75 1049:-67 1250:-69 1314:-55 3347:-54 4058:-65 4172:-55 4565:-999
119908 0:-999 733:-82 952:-67 1541:-48 2001:-80 2029:-71 2422:-75 2966:-83 3149:-45 3497:-85 4373:-68 4565:-999
220909 0:-999 401:-46 485:-37 1062:-69 1603:-76 1746:-61 2241:-71 2257:-75 3206:-65 3434:-44 3908:-59 4565:-999
34946 0:-999 711:-82 1264:-86 1320:-86 2556:-51 2679:-87 2844:-82 3706:-55 3945:-61 3969:-86 4012:-85 4565:-999
34966 0:-999 757:-45 921:-91 1758:-63 1875:-92 1968:-69 2259:-57 2316:-45 2353:-83 3192:-63 3903:-91 4565:-999
220933 0:-999 118:-76 515:-77 878:-72 891:-71 1062:-73 1266:-76 1452:-64 1613:-74 1746:-84 3331:-63 4565:-999
34990 0:-999 123:-59 193:-80 501:-43 535:-85 1081:-76 2024:-73 2143:-66 2323:-86 2369:-69 3025:-72 4565:-999
55429 0:-999 165:-57 538:-56 812:-57 1316:-40 1452:-60 2318:-74 2335:-40 2721:-72 3331:-60 3908:-74 4565:-999
35037 0:-999 377:-80 451:-75 1148:-55 1167:-76 1335:-66 2376:-68 2765:-75 3302:-51 4139:-30 4257:-44 4565:-999
55438 0:-999 209:-81 318:-28 567:-67 1129:-81 1717:-58 1819:-66 2715:-80 3321:-75 3612:-58 4494:-80 4565:-999
55454 0:-999 65:-81 85:-90 211:-84 665:-88 916:-52 1063:-80 1531:-91 1748:-75 2767:-89 4290:-46 4565:-999
120179 0:-999 79:-33 610:-65 1214:-58 1528:-56 1872:-53 2044:-50 3208:-64 4197:-50 4338:-56 4506:-33 4565:-999
120183 0:-999 257:-50 343:-79 471:-79 738:-76 1009:-78 1131:-79 2711:-70 4029:-69 4319:-78 4341:-79 4565:-999
55521 0:-999 318:-69 532:-80 619:-50 749:-76 1423:-82 1717:-34 1819:-50 1886:-71 2015:-75 2918:-85 4565:-999
55555 0:-999 595:-74 1369:-86 1656:-73 1756:-85 1765:-85 2257:-77 2538:-76 2573:-63 3492:-74 4565:-999
55558 0:-999 451:-69 607:-77 620:-69 1014:-52 1167:-81 1335:-59 1743:-67 3173:-50 3302:-67 4139:-71 4565:-999
120305 0:-999 249:-67 607:-67 620:-78 1148:-82 1335:-47 1743:-62 2118:-77 3173:-42 3302:-67 4565:-999
120306 0:-999 249:-64 607:-72 620:-68 1148:-81 1335:-46 2118:-80 3173:-39 3302:-69 4139:-77 4565:-999
55694 0:-999 516:-72 757:-42 1232:-66 1351:-41 1968:-72 2259:-66 2843:-60 3192:-65 4255:-65 4283:-68 4565:-999
35300 0:-999 46:-83 103:-78 1264:-78 1320:-79 2556:-55 2679:-79 3255:-78 3706:-57 3945:-62 4565:-999
120442 0:-999 29:-78 272:-77 1658:-69 1678:-51 2024:-77 2766:-86 3324:-49 3405:-58 3725:-48 3777:-45 4565:-999
120443 0:-999 1528:-74 1613:-85 1656:-61 2241:-73 2313:-68 3112:-71 3208:-69 3494:-66 4140:-58 4503:-58 4565:-999
221362 0:-999 297:-80 831:-77 1499:-80 1535:-79 2983:-79 3058:-78 3134:-77 3568:-80 4263:-55 4552:-79 4565:-999
221403 0:-999 32:-33 413:-32 747:-71 847:-45 993:-72 1957:-81 2546:-74 3964:-32 4066:-80 4512:-49 4565:-999
35445 0:-999 757:-51 852:-58 1077:-67 1232:-71 1968:-70 2259:-61 2316:-50 2384:-70 4509:-67 4565:-999
120548 0:-999 29:-60 103:-71 272:-71 1313:-50 1658:-71 2024:-76 2556:-78 2976:-66 4021:-67 4565:-999
120561 0:-999 490:-72 547:-78 1511:-79 2151:-27 2629:-30 3085:-66 3365:-71 3576:-28 3974:-80 4387:-72 4565:-999
55867 0:-999 91:-85 535:-86 754:-82 2323:-85 3025:-30 3757:-86 4014:-83 4327:-39 4452:-88 4565:-999
120594 0:-999 507:-78 989:-75 1116:-55 1170:-66 2029:-77 2422:-87 2967:-69 3014:-73 3073:-74 4547:-54 4565:-999
120598 0:-999 118:-77 515:-80 538:-52 1266:-77 1316:-44 1469:-70 1513:-45 1761:-70 2335:-45 2888:-51 4565:-999
55908 0:-999 165:-65 812:-65 848:-65 1056:-64 1212:-53 1469:-78 1761:-78 1881:-60 3714:-87 4378:-69 4565:-999
221496 0:-999 79:-24 610:-69 1214:-59 1409:-57 1528:-52 2898:-77 3208:-68 4091:-69 4338:-58 4506:-24 4565:-999
35532 0:-999 1112:-82 1337:-69 1689:-78 2671:-80 2713:-63 3547:-71 3930:-62 4116:-93 4565:-999
35570 0:-999 79:-53 405:-78 668:-78 1135:-87 1214:-67 1528:-83 3208:-73 4338:-69 4506:-53 4565:-999
120676 0:-999 767:-69 1223:-71 1548:-51 1968:-82 2259:-67 2558:-79 3200:-72 3225:-49 3495:-69 4038:-88 4565:-999
35626 0:-999 633:-63 719:-74 757:-51 788:-83 1232:-75 1968:-66 2259:-53 3192:-78 3378:-88 3428:-90 4565:-999
56068 0:-999 1499:-72 1535:-66 1816:-70 2621:-52 2983:-72 3310:-54 3372:-70 3568:-72 4263:-55 4565:-999
221663 0:-999 742:-87 1656:-23 1872:-86 1992:-86 3112:-60 3188:-77 3494:-59 3569:-70 3728:-66 4106:-85 4565:-999
221664 0:-999 742:-85 1438:-84 1481:-86 1656:-32 2241:-81 3112:-65 3159:-83 3188:-79 3494:-61 4452:-86 4565:-999
221665 0:-999 145:-72 1656:-33 1872:-75 2606:-80 3112:-67 3188:-83 3208:-75 3533:-71 3569:-70 3728:-67 4565:-999
221666 0:-999 145:-64 1656:-34 1872:-75 2606:-80 3112:-64 3188:-75 3208:-75 3533:-71 3569:-73 3728:-67 4565:-999
120832 0:-999 114:-59 451:-79 2508:-79 2725:-67 3108:-79 3260:-80 3667:-69 3702:-84 4249:-68 4565:-999
35760 0:-999 989:-62 1116:-55 1170:-56 1541:-55 2242:-83 2967:-63 3014:-71 3149:-55 3486:-60 4300:-82 4565:-999
120870 0:-999 2556:-70 2782:-75 2976:-73 3093:-59 3706:-56 3870:-79 3945:-64 4021:-46 4450:-76 4565:-999
221794 0:-999 532:-80 619:-63 1070:-37 1189:-57 1235:-86 1946:-85 4205:-38 4565:-999
56229 0:-999 383:-63 1009:-89 1138:-64 1968:-78 2259:-62 2316:-89 2558:-71 3225:-46 3260:-63 4319:-88 4565:-999
221818 0:-999 516:-77 757:-52 1968:-63 2316:-51 2545:-76 3192:-68 4509:-66 4565:-999
221819 0:-999 719:-69 757:-48 924:-80 1968:-65 2259:-54 2316:-48 3192:-64 3287:-80 4223:-70 4283:-70 4565:-999
221822 0:-999 121:-49 359:-33 1059:-33 1112:-74 1208:-68 1269:-49 1412:-64 1689:-90 2498:-74 2705:-82 4565:-999
120981 0:-999 118:-67 401:-49 485:-47 810:-61 812:-59 1266:-68 1746:-67 2241:-63 3434:-59 3940:-71 4565:-999
120982 0:-999 123:-77 831:-74 1499:-82 1544:-75 2480:-77 2597:-74 2983:-76 3025:-52 3568:-81 4565:-999
221854 0:-999 62:-81 104:-68 639:-80 1147:-68 2864:-90 2896:-64 3069:-73 3452:-88 3931:-76 4347:-62 4565:-999
121022 0:-999 485:-75 864:-71 1067:-36 1846:-75 2241:-74 3206:-65 3434:-74 3540:-79 3769:-57 3940:-76 4565:-999
221937 0:-999 29:-67 272:-68 883:-74 1313:-86 1658:-59 1678:-44 3324:-52 3405:-52 3725:-46 3777:-39 4565:-999
121069 0:-999 1550:-44 1972:-45 2151:-41 2629:-47 3085:-74 3365:-75 3576:-40 3826:-75 3965:-45 4565:-999
221959 0:-999 1409:-82 1613:-81 1820:-70 2049:-81 2241:-44 2313:-67 2762:-80 3052:-80 4178:-84 4179:-83 4565:-999
121096 0:-999 104:-54 639:-72 1147:-54 1713:-82 2341:-64 2896:-71 3069:-64 3452:-66 4565:-999
56413 0:-999 106:-54 1421:-66 1577:-59 2457:-47 2608:-88 3028:-46 3094:-63 3892:-63 4221:-43 4441:-67 4565:-999
56448 0:-999 263:-79 425:-85 994:-85 2065:-83 2106:-80 3336:-87 3846:-78 4053:-83 4307:-82 4565:-999
222058 0:-999 123:-70 802:-81 1801:-79 2338:-76 2369:-75 2441:-87 2597:-52 2797:-82 4106:-81 4333:-78 4565:-999
121259 0:-999 106:-33 1798:-75 2457:-62 2572:-54 2608:-79 3028:-25 3059:-65 3918:-50 4221:-33 4565:-999
222153 0:-999 359:-45 617:-77 1059:-45 1112:-74 1208:-62 1412:-79 1689:-89 2498:-64 2705:-77 4208:-81 4565:-999
56656 0:-999 610:-64 885:-55 1872:-74 2241:-56 2337:-72 2991:-63 3112:-31 3208:-67 3976:-45 4091:-58 4565:-999
121370 0:-999 416:-67 810:-69 891:-50 1062:-38 1321:-51 2762:-67 3540:-61 4178:-67 4179:-67 4421:-33 4565:-999
222264 0:-999 637:-62 674:-71 826:-55 1067:-33 1617:-64 2640:-59 3629:-55 3643:-75 3653:-68 4421:-65 4565:-999
222330 0:-999 812:-56 848:-84 1056:-73 1192:-79 2091:-73 2302:-73 2949:-85 3695:-79 3714:-81 4502:-84 4565:-999
222331 0:-999 610:-41 668:-84 1528:-68 1872:-60 2009:-71 2881:-46 3211:-71 3364:-46 4106:-71 4234:-86 4565:-999
36378 0:-999 123:-68 264:-78 461:-71 2369:-67 2480:-81 2557:-67 2597:-33 3106:-72 3558:-61 4549:-60 4565:-999
36379 0:-999 123:-76 831:-68 1499:-84 1544:-77 2480:-77 2983:-73 3025:-34 3568:-74 3642:-72 4565:-999
36445 0:-999 235:-83 751:-73 857:-64 1226:-74 1250:-67 2767:-72 3077:-44 3265:-75 3347:-45 4058:-73 4565:-999
222428 0:-999 989:-80 1116:-57 1541:-56 1815:-80 2967:-67 3014:-76 3073:-76 3149:-56 3486:-75 4547:-58 4565:-999
36506 0:-999 1765:-84 1880:-75 2009:-84 2074:-74 2241:-84 2573:-74 2984:-82 3145:-86 3728:-63 3787:-84 4565:-999
36507 0:-999 118:-71 812:-75 891:-72 1056:-82 1266:-71 1613:-68 1746:-77 1867:-83 2087:-72 3971:-89 4565:-999
121613 0:-999 121:-77 359:-40 617:-76 1059:-37 1112:-66 1208:-71 1269:-53 1412:-75 2498:-68 2705:-72 4565:-999
121614 0:-999 121:-50 359:-35 617:-67 1059:-35 1112:-74 1208:-67 1269:-50 1412:-67 2498:-69 2705:-62 4565:-999
121615 0:-999 359:-31 617:-65 1059:-31 1112:-68 1208:-87 1412:-64 1771:-87 2498:-71 2705:-69 4208:-65 4565:-999
36569 0:-999 32:-44 413:-55 500:-90 571:-68 747:-90 847:-73 920:-86 3648:-80 3964:-53 4512:-66 4565:-999
36571 0:-999 104:-31 639:-73 1147:-31 1235:-69 1946:-68 2896:-63 3069:-44 3665:-82 3931:-40 4347:-62 4565:-999
36596 0:-999 767:-76 1223:-76 1548:-57 1968:-77 2259:-72 2558:-73 3225:-56 3495:-77 4223:-47 4283:-47 4565:-999
121714 0:-999 1056:-65 1134:-73 1761:-77 2212:-77 2224:-80 2379:-72 2965:-68 3971:-65 4175:-77 4378:-69 4565:-999
222581 0:-999 757:-53 924:-77 1009:-64 2259:-61 2316:-53 3192:-62 3285:-49 3287:-77 4038:-77 4319:-64 4565:-999
121753 0:-999 182:-78 751:-78 857:-60 1250:-56 1314:-75 3077:-46 3265:-74 3347:-43 4058:-81 4172:-66 4565:-999
121754 0:-999 49:-70 516:-75 757:-47 1301:-75 2316:-47 2384:-70 2942:-88 3192:-65 3260:-79 4038:-78 4565:-999
222643 0:-999 112:-78 184:-68 1158:-80 2065:-64 2106:-59 3181:-48 3698:-58 3846:-67 4007:-74 4155:-80 4565:-999
36713 0:-999 49:-60 757:-44 924:-85 1232:-67 2259:-58 2316:-44 2384:-62 3192:-67 3200:-74 3287:-84 4565:-999
121876 0:-999 118:-84 1072:-83 1212:-51 1266:-79 2965:-63 3239:-65 3327:-67 3752:-83 4318:-66 4362:-68 4565:-999
121877 0:-999 1212:-51 1559:-75 1603:-73 1846:-73 2249:-60 2557:-73 2965:-60 3803:-63 4362:-63 4565:-999
121878 0:-999 277:-85 848:-59 871:-62 1212:-52 1653:-85 2212:-86 2570:-85 2965:-55 3138:-85 4362:-49 4565:-999
222747 0:-999 665:-71 924:-45 1223:-58 1671:-83 2189:-66 2558:-54 3225:-38 3615:-77 4461:-86 4565:-999
36798 0:-999 138:-55 311:-82 1552:-83 2089:-82 4385:-91 4527:-88 4565:-999
36810 0:-999 871:-61 1056:-53 1212:-37 2011:-72 2557:-61 3327:-67 3538:-75 4318:-70 4362:-65 4502:-54 4565:-999
57259 0:-999 297:-82 831:-76 1499:-73 1544:-79 2143:-81 2369:-88 2784:-86 3309:-80 3310:-68 4263:-67 4565:-999
222852 0:-999 681:-71 1142:-72 1226:-42 1250:-83 2767:-42 2824:-91 3077:-68 3347:-69 3361:-69 3391:-69 4565:-999
121983 0:-999 272:-58 839:-45 883:-46 1678:-67 2024:-53 3224:-66 3249:-68 3324:-67 3405:-66 3777:-68 4565:-999
36910 0:-999 1630:-85 2197:-85 2991:-90 3046:-84 3686:-85 3801:-84 4227:-91 4234:-93 4252:-90 4503:-67 4565:-999
222889 0:-999 383:-78 757:-60 1009:-83 1351:-43 1875:-85 2298:-82 2316:-60 2470:-43 3192:-63 3260:-79 4565:-999
