118793 0:-999 311:-83 657:-72 1376:-71 2019:-73 2619:-85 2739:-85 3186:-76 3279:-61 4121:-80 4241:-999
54165 0:-999 752:-67 974:-90 1144:-66 1187:-39 1255:-45 1417:-48 2047:-82 2971:-55 3952:-79 4089:-48 4241:-999
54166 0:-999 78:-89 410:-74 974:-84 1417:-52 2047:-80 2436:-66 2717:-87 2928:-69 2971:-47 3952:-74 4241:-999
118934 0:-999 278:-60 410:-59 1106:-66 1175:-66 1686:-62 1980:-75 2436:-47 2971:-51 3907:-61 3952:-57 4241:-999
118935 0:-999 278:-91 657:-77 1612:-89 1980:-88 2019:-75 2436:-87 3279:-47 3361:-77 3907:-86 4121:-86 4241:-999
219819 0:-999 208:-68 611:-74 1197:-58 2131:-49 2638:-77 2654:-35 3049:-77 3128:-70 3657:-67 3841:-49 4241:-999
54278 0:-999 432:-43 1500:-39 1937:-88 3833:-91 3896:-87 4241:-999
219863 0:-999 287:-81 629:-81 1524:-41 3164:-45 3298:-80 3534:-45 3787:-50 3886:-45 4134:-75 4241:-999
118995 0:-999 443:-89 458:-48 634:-67 1175:-79 1463:-52 1856:-67 2436:-91 3299:-82 3463:-88 3985:-74 4241:-999
119018 0:-999 91:-70 186:-63 201:-69 781:-74 893:-68 1201:-69 1916:-60 2142:-60 2994:-52 4241:-999
119019 0:-999 278:-53 532:-80 872:-80 974:-75 1021:-76 1106:-65 2436:-50 2754:-74 2920:-81 3907:-53 4241:-999
219952 0:-999 57:-79 1197:-57 1228:-77 1774:-91 2569:-73 2654:-37 3538:-79 3549:-58 3650:-77 3704:-65 4241:-999
119115 0:-999 400:-31 443:-64 831:-65 1842:-34 2901:-73 3312:-56 3594:-75 3772:-66 4063:-65 4143:-66 4241:-999
220024 0:-999 835:-63 1020:-74 1614:-90 1770:-33 1894:-73 2657:-15 3197:-74 3293:-61 3347:-82 3687:-36 4241:-999
34063 0:-999 57:-82 577:-75 2569:-88 2991:-46 2992:-47 3049:-84 3538:-80 3549:-90 3650:-77 3704:-35 4241:-999
220046 0:-999 91:-91 224:-92 542:-68 1226:-74 1413:-74 1645:-72 2442:-37 2526:-85 3417:-72 3550:-79 4241:-999
220091 0:-999 177:-81 379:-51 893:-68 1065:-78 1800:-77 1831:-74 1916:-60 2142:-62 2994:-52 4000:-81 4241:-999
119244 0:-999 198:-83 1169:-61 1228:-58 1679:-72 1774:-81 2323:-73 2517:-58 2654:-60 3650:-57 3704:-69 4241:-999
119264 0:-999 11:-77 497:-31 650:-62 1596:-56 2187:-50 3469:-46 3589:-69 4097:-89 4224:-62 4241:-999
