219591 0:-999 439:-87 1330:-65 1577:-92 1988:-89 2075:-40 2196:-66 2798:-67 3010:-83 3153:-85 3541:-78 3862:-999
33628 0:-999 320:-76 660:-67 1029:-58 1202:-71 1288:-74 2469:-60 2609:-36 2707:-88 2844:-70 3417:-83 3862:-999
118914 0:-999 953:-69 1367:-68 1480:-56 1820:-49 2674:-80 2818:-86 2881:-87 3063:-52 3374:-76 3378:-75 3862:-999
119087 0:-999 326:-84 608:-70 707:-80 1089:-90 1669:-51 2075:-80 2855:-40 3862:-999
119098 0:-999 1163:-69 1255:-54 1568:-70 1974:-53 2235:-63 2454:-45 2965:-45 3028:-69 3850:-67 3862:-999
119099 0:-999 725:-67 1255:-63 1568:-78 1974:-59 2235:-64 2454:-40 2965:-41 3862:-999
119100 0:-999 25:-71 218:-84 1163:-68 1255:-56 1294:-82 1568:-67 1857:-87 1974:-57 2235:-62 2951:-79 3862:-999
119101 0:-999 725:-78 1255:-54 1568:-68 1857:-79 1974:-52 2235:-63 2454:-39 2965:-40 3028:-79 3862:-999
119102 0:-999 1163:-74 1255:-52 1568:-74 1857:-82 1974:-50 2235:-60 2454:-43 2965:-41 3028:-63 3862:-999
119103 0:-999 725:-75 1163:-63 1255:-57 1521:-72 1568:-62 1974:-58 2235:-59 2454:-35 2965:-35 3028:-61 3862:-999
219996 0:-999 730:-86 758:-69 1071:-44 1332:-76 1360:-79 1518:-68 3306:-72 3556:-70 3623:-86 3862:-999
119128 0:-999 41:-78 800:-71 893:-75 984:-47 1129:-89 1555:-35 1596:-36 3016:-38 3205:-50 3569:-40 3862:-999
119129 0:-999 41:-71 800:-88 893:-76 984:-46 1129:-80 1555:-33 1596:-33 3016:-44 3205:-51 3569:-44 3862:-999
220004 0:-999 96:-71 276:-57 629:-71 1393:-67 1684:-81 2055:-39 2088:-83 3028:-80 3358:-49 3456:-60 3862:-999
119184 0:-999 2:-85 22:-87 183:-85 554:-87 733:-83 1797:-87 2280:-73 2716:-87 3143:-83 3805:-88 3862:-999
119224 0:-999 424:-59 624:-66 663:-58 1688:-58 1746:-40 2146:-58 2528:-71 3155:-66 3471:-66 3622:-82 3862:-999
220158 0:-999 1545:-91 2412:-70 2471:-60 2568:-58 3578:-93 3862:-999
119304 0:-999 257:-67 401:-70 1349:-76 2031:-64 2664:-85 3055:-86 3300:-85 3431:-55 3809:-59 3862:-999
119353 0:-999 326:-73 576:-75 707:-82 975:-69 1532:-90 1960:-81 2184:-75 2414:-82 2855:-44 3517:-81 3862:-999
119365 0:-999 194:-86 210:-78 1025:-67 1599:-74 1728:-88 1749:-81 2343:-61 2794:-84 3417:-53 3790:-57 3862:-999
54792 0:-999 260:-78 468:-65 1774:-71 1876:-44 2124:-62 3157:-75 3320:-79 3554:-67 3862:-999
220396 0:-999 27:-60 453:-65 525:-69 538:-44 1367:-73 1778:-91 1845:-80 2058:-68 2881:-49 3422:-73 3862:-999
34434 0:-999 91:-83 538:-81 796:-83 1367:-75 2608:-77 3063:-69 3147:-83 3374:-72 3378:-73 3698:-87 3862:-999
220405 0:-999 913:-58 1157:-57 2240:-58 3862:-999
119578 0:-999 182:-91 467:-75 571:-72 1094:-87 1686:-67 1814:-75 1905:-88 2492:-78 3061:-70 3229:-63 3862:-999
119579 0:-999 182:-91 467:-75 571:-72 1094:-87 1686:-67 1814:-75 1905:-88 2492:-78 3061:-70 3229:-63 3862:-999
119611 0:-999 879:-79 1223:-73 1367:-74 1579:-80 2313:-43 2672:-37 3063:-56 3374:-69 3378:-68 3862:-999
34520 0:-999 279:-86 538:-77 796:-79 953:-73 1223:-75 1367:-70 1488:-81 2608:-76 2674:-80 3063:-65 3862:-999
55052 0:-999 2:-72 403:-88 864:-72 874:-78 1480:-73 1772:-75 1820:-62 1845:-68 2672:-42 3422:-79 3862:-999
34716 0:-999 538:-72 874:-75 1152:-72 1427:-51 1606:-54 2313:-63 2672:-52 3421:-43 3862:-999
220762 0:-999 2:-71 1480:-62 1772:-82 1820:-56 1845:-73 2258:-81 2313:-51 2672:-47 3228:-74 3421:-60 3862:-999
34807 0:-999 847:-93 1074:-93 1499:-77 1545:-66 2412:-74 2568:-24 3578:-74 3711:-76 3862:-999
55235 0:-999 120:-83 175:-74 350:-75 683:-72 836:-66 939:-71 2042:-72 2280:-65 3143:-78 3162:-72 3862:-999
220822 0:-999 393:-86 468:-63 1463:-61 1528:-67 1876:-41 2122:-86 2168:-80 2239:-80 3554:-65 3766:-75 3862:-999
220823 0:-999 393:-88 468:-66 1463:-67 1528:-67 1876:-35 2122:-88 2168:-81 2239:-78 3250:-86 3554:-58 3862:-999
34944 0:-999 1150:-71 1349:-61 1394:-72 2004:-73 2421:-67 2576:-79 2894:-67 3734:-67 3809:-49 3862:-999
55364 0:-999 393:-83 976:-71 1750:-70 2122:-82 2124:-43 2168:-78 2239:-70 2464:-70 3250:-77 3787:-77 3862:-999
55368 0:-999 428:-64 1176:-33 1251:-61 2079:-76 2609:-89 2844:-72 2951:-68 3469:-87 3662:-76 3862:-999
35020 0:-999 623:-58 1279:-57 1609:-60 1646:-57 2327:-60 2421:-31 2541:-61 2894:-31 3394:-62 3734:-31 3862:-999
55478 0:-999 847:-89 1309:-85 2394:-59 2412:-69 2471:-33 2568:-27 2823:-75 3556:-84 3711:-83 3862:-999
120228 0:-999 257:-59 401:-68 946:-72 1349:-76 2031:-39 2591:-80 2623:-76 3431:-64 3809:-67 3862:-999
35142 0:-999 2:-86 864:-82 874:-79 1223:-84 1480:-66 1820:-52 2313:-60 2672:-38 3063:-69 3374:-84 3862:-999
221119 0:-999 758:-78 1071:-49 1332:-84 1360:-79 1769:-73 3306:-72 3623:-89 3862:-999
55566 0:-999 1223:-78 1427:-59 1451:-80 1606:-67 2313:-68 2356:-86 2672:-53 2714:-71 3063:-70 3374:-64 3862:-999
221186 0:-999 175:-76 350:-78 1216:-93 1405:-81 2280:-73 3035:-85 3143:-87 3162:-78 3698:-77 3862:-999
221215 0:-999 495:-81 621:-67 869:-77 1599:-87 2070:-78 2794:-74 3251:-38 3417:-86 3862:-999
221262 0:-999 915:-86 1163:-65 1393:-67 1562:-63 1568:-65 1792:-71 2055:-84 3028:-85 3408:-72 3850:-82 3862:-999
55697 0:-999 249:-58 953:-57 1008:-81 1510:-67 2121:-77 2408:-48 2957:-74 3862:-999
35385 0:-999 269:-47 579:-57 736:-47 834:-44 945:-41 1130:-57 2293:-57 2839:-40 3759:-47 3789:-39 3862:-999
55840 0:-999 495:-76 869:-78 1314:-44 2070:-87 2906:-75 2998:-59 3235:-74 3393:-66 3862:-999
35461 0:-999 27:-59 64:-67 324:-66 332:-80 1202:-57 1572:-82 2844:-57 3102:-47 3180:-77 3862:-999
55900 0:-999 27:-57 175:-74 202:-57 538:-42 1202:-71 1367:-57 2058:-56 2838:-69 2844:-71 2881:-48 3862:-999
221498 0:-999 25:-69 57:-56 394:-81 704:-50 725:-73 1294:-69 1857:-82 2455:-75 2675:-76 2933:-88 3862:-999
221621 0:-999 186:-78 393:-91 1876:-39 2122:-92 2239:-85 2360:-80 2565:-79 3157:-77 3250:-85 3787:-84 3862:-999
56094 0:-999 194:-61 210:-79 1025:-51 1029:-62 1728:-79 1749:-76 2070:-73 2343:-67 2928:-58 3417:-52 3862:-999
35723 0:-999 586:-84 1463:-69 1774:-77 1876:-48 1941:-82 2444:-81 2565:-86 2683:-86 3157:-79 3536:-70 3862:-999
35724 0:-999 38:-77 552:-73 586:-69 1244:-64 1572:-66 2338:-61 2683:-70 2987:-78 3102:-75 3289:-35 3862:-999
35726 0:-999 800:-86 893:-81 1353:-67 1555:-52 1596:-47 3016:-39 3569:-39 3862:-999
