54038 0:-999 715:-83 718:-74 759:-79 1500:-87 1551:-77 1638:-74 1714:-42 2454:-77 2730:-74 3340:-73 3584:-999
118771 0:-999 325:-72 387:-71 447:-72 706:-70 1314:-71 1348:-72 1371:-88 2051:-70 2654:-72 3165:-70 3584:-999
219736 0:-999 429:-81 439:-75 837:-70 1350:-75 1509:-68 1940:-57 2416:-75 2449:-68 3087:-70 3341:-70 3584:-999
33826 0:-999 86:-76 118:-76 316:-74 327:-33 372:-51 516:-69 753:-73 1910:-50 2596:-65 3551:-72 3584:-999
54244 0:-999 594:-49 767:-75 1060:-36 1164:-47 1179:-91 1316:-69 1897:-79 2360:-72 2502:-81 3282:-87 3584:-999
54265 0:-999 594:-49 670:-87 767:-75 1060:-37 1164:-46 1316:-79 1378:-89 1542:-93 1897:-83 2360:-72 3584:-999
33880 0:-999 1125:-61 1386:-67 1812:-70 2368:-75 3028:-64 3092:-76 3419:-58 3453:-83 3526:-60 3584:-999
219891 0:-999 29:-65 182:-75 254:-71 533:-78 876:-66 1184:-39 1227:-62 1951:-66 2032:-66 3401:-66 3584:-999
219904 0:-999 74:-84 666:-55 1073:-78 1305:-70 1605:-65 1658:-70 2629:-75 2936:-70 3247:-70 3398:-60 3584:-999
33931 0:-999 325:-77 346:-65 387:-65 447:-74 706:-65 1348:-78 2051:-64 2187:-68 2654:-74 3165:-65 3584:-999
33958 0:-999 429:-62 439:-67 685:-62 1509:-63 1934:-66 1940:-52 2449:-63 2578:-62 3320:-63 3584:-999
33959 0:-999 439:-53 1350:-52 1463:-82 1509:-57 1934:-53 1940:-43 2329:-68 2416:-52 2449:-63 2849:-80 3584:-999
119150 0:-999 400:-79 603:-61 782:-74 1450:-75 1542:-71 1703:-79 2174:-74 2493:-62 2555:-74 3022:-89 3584:-999
119187 0:-999 443:-52 580:-71 589:-73 773:-73 782:-74 1183:-74 1450:-71 1542:-55 3575:-51 3584:-999
54494 0:-999 404:-79 557:-50 756:-19 1213:-19 1400:-60 1549:-70 2304:-64 2340:-19 3371:-19 3511:-19 3584:-999
54500 0:-999 603:-60 782:-78 1312:-87 1378:-85 1450:-80 1542:-73 2174:-81 2493:-59 2555:-81 3584:-999
54540 0:-999 67:-72 176:-71 1043:-77 1642:-44 1742:-78 2538:-69 2692:-77 2764:-78 3033:-68 3208:-72 3584:-999
54541 0:-999 387:-69 447:-78 706:-69 1348:-78 1371:-69 2051:-68 2187:-62 2654:-78 3165:-68 3584:-999
34181 0:-999 406:-72 627:-86 754:-46 1163:-82 1296:-70 1334:-77 1347:-88 2162:-77 2176:-80 2260:-79 3584:-999
34211 0:-999 594:-88 767:-35 1060:-74 1316:-63 1632:-93 1897:-81 2360:-88 2638:-94 2659:-87 3584:-999
119314 0:-999 538:-61 685:-72 1173:-75 1393:-76 1509:-82 1940:-67 2771:-76 2890:-75 3320:-71 3576:-76 3584:-999
119322 0:-69 964:-50 2991:-65 3305:-80 3398:-72 3584:-999
119374 0:-999 90:-82 594:-85 1047:-85 1203:-32 1316:-61 1897:-78 2360:-79 2659:-81 3584:-999
119404 0:-999 557:-53 756:-24 937:-46 1549:-66 1721:-45 1787:-45 2340:-24 2580:-46 3032:-45 3371:-24 3584:-999
119464 0:-999 699:-58 1155:-81 1845:-70 2208:-74 2232:-65 2990:-68 3486:-46 3506:-80 3584:-999
119592 0:-999 157:-80 223:-81 580:-71 658:-80 782:-65 1450:-45 1500:-79 1542:-38 2094:-90 3584:-999
119594 0:-999 29:-67 175:-76 257:-78 424:-73 876:-66 1184:-30 1227:-67 1951:-65 2032:-66 2607:-77 3584:-999
34501 0:-999 245:-88 768:-73 781:-88 1309:-89 1465:-90 1475:-88 1509:-51 1940:-43 2098:-89 3184:-72 3584:-999
119622 0:-999 443:-61 603:-66 773:-82 782:-76 1183:-75 1450:-67 1542:-57 2502:-73 3575:-61 3584:-999
119625 0:-61 557:-84 964:-47 1050:-86 1686:-92 2259:-86 2991:-66 3305:-84 3398:-73 3584:-999
119626 0:-999 603:-51 782:-78 1179:-87 1450:-76 1542:-76 2047:-76 2174:-74 2493:-56 3566:-86 3584:-999
119680 0:-999 86:-72 327:-27 372:-44 516:-74 753:-73 1846:-66 1910:-47 1958:-66 2592:-59 2596:-59 3584:-999
34585 0:-999 325:-84 387:-73 447:-83 706:-64 1348:-83 1371:-77 2051:-64 2187:-63 3108:-64 3165:-63 3584:-999
34586 0:-999 86:-69 316:-71 327:-36 372:-49 753:-71 1910:-49 1958:-72 2592:-68 2596:-62 3551:-72 3584:-999
