33626 0:-999 1160:-74 1318:-61 2484:-73 2751:-54 2801:-69 2834:-30 4013:-73 4782:-50 4803:-49 4921:-999
33627 0:-999 769:-64 1318:-67 2751:-54 2762:-44 2834:-33 4013:-52 4571:-44 4718:-53 4782:-50 4803:-52 4921:-999
219640 0:-999 399:-63 615:-53 1017:-75 1713:-68 1775:-71 2375:-64 2779:-70 3973:-63 4322:-65 4572:-57 4921:-999
219641 0:-999 454:-79 484:-69 577:-53 615:-58 1017:-81 1775:-68 2375:-73 4322:-69 4371:-74 4572:-57 4921:-999
33702 0:-999 1145:-86 1156:-79 1166:-74 1171:-72 1192:-68 2102:-73 2981:-74 3393:-79 4872:-68 4887:-83 4921:-999
54135 0:-999 399:-59 577:-56 1017:-81 1775:-76 1964:-74 3973:-56 4322:-73 4921:-999
54136 0:-999 615:-71 1017:-88 1775:-65 2779:-75 3397:-77 3973:-66 4322:-72 4921:-999
54137 0:-999 138:-72 399:-37 484:-59 1775:-79 2187:-61 3973:-36 4322:-83 4350:-74 4572:-70 4921:-999
54138 0:-999 399:-67 527:-85 1139:-80 1775:-69 3973:-69 4322:-81 4921:-999
54139 0:-999 74:-59 399:-71 499:-55 1775:-79 2126:-67 2139:-64 3973:-76 4322:-84 4921:-999
118846 0:-999 454:-77 577:-62 1017:-79 1775:-76 1964:-71 4322:-77 4496:-71 4570:-81 4921:-999
118847 0:-999 399:-74 577:-71 1775:-62 2139:-86 3973:-64 4094:-84 4145:-83 4322:-84 4350:-83 4921:-999
219735 0:-999 209:-32 363:-49 395:-55 1157:-51 1184:-74 2153:-67 3654:-58 3764:-65 4151:-79 4837:-68 4921:-999
118870 0:-999 399:-58 577:-60 615:-59 1017:-76 1775:-71 2187:-66 2375:-78 3973:-56 4322:-65 4572:-58 4921:-999
33780 0:-999 76:-71 726:-71 738:-76 928:-74 2880:-77 3171:-73 3316:-78 3606:-67 4499:-74 4830:-85 4921:-999
33781 0:-999 1160:-48 1898:-84 2751:-52 2801:-51 3979:-83 4013:-61 4175:-87 4782:-48 4803:-50 4921:-999
33799 0:-999 1248:-94 2183:-84 3513:-81 4631:-64 4921:-999
219821 0:-999 138:-76 499:-84 1139:-79 1775:-58 4317:-77 4322:-72 4720:-74 4921:-999
219822 0:-999 172:-65 261:-40 410:-85 1547:-87 1750:-70 2315:-66 2404:-41 2918:-27 3961:-70 4054:-87 4921:-999
33873 0:-999 454:-67 948:-77 1240:-71 1800:-83 1867:-72 2445:-79 2880:-84 3304:-71 3974:-73 4657:-81 4921:-999
33874 0:-999 939:-58 1026:-39 1347:-67 1571:-70 2344:-45 3389:-35 3453:-54 3592:-44 4203:-57 4666:-60 4921:-999
219865 0:-999 499:-83 757:-92 769:-73 2126:-79 2208:-87 2788:-78 4317:-80 4690:-68 4720:-70 4921:-999
219941 0:-999 399:-64 499:-80 615:-71 1775:-55 2779:-74 3062:-75 3973:-66 4322:-71 4371:-76 4572:-69 4921:-999
219942 0:-999 399:-57 577:-53 615:-51 1017:-72 1713:-61 1775:-71 3973:-56 4322:-66 4496:-69 4572:-53 4921:-999
34011 0:-999 446:-74 1160:-73 2039:-79 2751:-52 2801:-71 2834:-28 3352:-75 3539:-79 3979:-76 4747:-62 4921:-999
54417 0:-999 499:-78 1139:-72 1719:-84 1775:-70 3062:-81 3268:-80 4014:-87 4814:-80 4921:-999
34024 0:-999 246:-64 1558:-66 1719:-53 2176:-62 2198:-60 2736:-59 3062:-66 3357:-72 3681:-68 4591:-76 4921:-999
54443 0:-999 399:-66 499:-87 757:-77 1017:-89 1982:-71 2208:-78 3268:-64 3969:-87 4014:-64 4322:-81 4921:-999
54444 0:-999 499:-73 757:-82 1567:-82 1719:-67 1936:-78 2126:-67 2208:-80 3062:-60 4014:-66 4720:-59 4921:-999
54449 0:-999 130:-73 1139:-71 1654:-84 1746:-76 2027:-85 2126:-85 2464:-82 3411:-52 4014:-80 4317:-72 4921:-999
34057 0:-999 1048:-65 1933:-79 2751:-64 2801:-62 2834:-47 3541:-74 3979:-81 4419:-74 4782:-54 4803:-54 4921:-999
220073 0:-999 300:-62 923:-48 1939:-77 2930:-64 3056:-77 3313:-27 3639:-77 3645:-62 4615:-58 4648:-62 4921:-999
54518 0:-999 577:-59 1728:-77 2126:-76 3062:-71 4145:-39 4322:-79 4348:-76 4371:-66 4921:-999
54519 0:-999 757:-89 1249:-72 1567:-88 1936:-76 2208:-90 3268:-69 4014:-74 4329:-73 4690:-64 4720:-50 4921:-999
119241 0:-999 138:-81 399:-39 577:-69 1017:-85 1100:-86 1775:-75 3926:-82 3973:-39 4921:-999
119242 0:-999 399:-69 622:-68 1017:-83 1139:-79 1713:-85 2570:-67 2707:-87 3411:-89 3973:-71 4572:-78 4921:-999
220126 0:-999 74:-76 399:-61 615:-60 622:-68 2570:-69 3103:-85 3973:-52 4145:-69 4322:-73 4572:-58 4921:-999
54554 0:-999 399:-67 499:-80 622:-85 1017:-92 1775:-71 1964:-85 2139:-74 4322:-80 4720:-72 4921:-999
220127 0:-999 454:-74 577:-54 615:-58 2115:-64 2570:-67 3304:-81 3973:-50 4145:-25 4322:-75 4572:-56 4921:-999
220182 0:-999 399:-68 577:-69 622:-85 1713:-73 1728:-81 2570:-66 3973:-64 4145:-30 4322:-80 4714:-74 4921:-999
220183 0:-999 74:-74 313:-80 499:-83 1107:-82 1139:-62 2609:-73 3782:-83 3842:-68 3976:-74 4329:-69 4921:-999
119358 0:-999 74:-82 130:-86 399:-77 1551:-84 2139:-78 3159:-80 3973:-76 4494:-79 4690:-80 4720:-77 4921:-999
119364 0:-999 399:-71 622:-73 756:-77 1951:-76 2570:-78 3973:-69 4145:-38 4322:-76 4424:-85 4921:-999
54665 0:-999 399:-68 577:-57 615:-55 1017:-75 2108:-72 2375:-41 3304:-73 3973:-67 4322:-76 4572:-52 4921:-999
220257 0:-999 31:-55 2914:-55 3018:-70 3046:-58 3050:-57 3578:-71 3702:-58 4008:-72 4338:-75 4608:-68 4921:-999
54768 0:-999 499:-74 527:-76 1746:-90 1775:-78 3268:-71 3973:-76 3976:-92 4014:-66 4720:-73 4921:-999
54769 0:-999 399:-64 577:-58 1017:-74 1775:-72 2375:-76 3304:-88 3973:-65 4322:-66 4371:-70 4424:-67 4921:-999
220341 0:-999 30:-79 925:-69 1224:-57 1398:-81 1454:-70 3777:-33 3792:-78 4035:-56 4489:-76 4742:-59 4921:-999
34386 0:-999 1086:-90 1160:-60 1933:-73 2294:-90 2477:-89 2751:-55 2801:-58 4782:-56 4803:-55 4921:-999
220360 0:-999 1386:-48 1629:-50 1667:-64 1927:-63 2522:-64 2559:-75 3367:-65 3784:-70 4571:-69 4741:-57 4921:-999
34414 0:-999 284:-85 1389:-54 2351:-44 2880:-81 3171:-74 3179:-64 3606:-73 4921:-999
54811 0:-999 399:-66 499:-68 1775:-75 3062:-70 3159:-75 3268:-75 3973:-70 4014:-71 4329:-88 4720:-72 4921:-999
54813 0:-999 300:-74 1101:-73 1939:-74 2731:-36 3056:-74 3639:-74 4007:-74 4390:-83 4470:-55 4921:-999
54815 0:-999 130:-49 635:-84 1139:-55 1746:-78 2425:-68 3159:-58 3411:-50 3976:-83 4317:-56 4494:-59 4921:-999
54816 0:-999 31:-64 496:-73 1249:-69 2189:-66 2914:-54 3046:-58 3050:-57 3578:-73 3702:-59 4608:-73 4921:-999
54848 0:-999 31:-48 2189:-68 2570:-77 2914:-62 2972:-81 3046:-62 3106:-74 3456:-70 3702:-59 4608:-83 4921:-999
119564 0:-999 130:-75 499:-67 1775:-73 2126:-73 2208:-87 3976:-80 4322:-82 4720:-70 4921:-999
54881 0:-999 31:-66 623:-90 2189:-73 2570:-78 2914:-48 3046:-61 3050:-66 3456:-74 3702:-56 4921:-999
220472 0:-999 399:-58 499:-82 577:-62 615:-66 1017:-90 1775:-60 3973:-56 4145:-74 4322:-70 4921:-999
54953 0:-999 118:-65 284:-74 726:-35 997:-64 1389:-56 1516:-65 2696:-64 2968:-66 3171:-55 3606:-45 4921:-999
34564 0:-999 27:-63 273:-75 300:-71 1571:-65 2041:-57 2421:-64 3204:-35 3466:-62 3592:-65 4648:-71 4921:-999
220589 0:-999 622:-49 1039:-40 1728:-64 1982:-69 2074:-65 2570:-48 3103:-68 3135:-60 3345:-69 4348:-84 4921:-999
220590 0:-999 622:-51 757:-81 1100:-76 1567:-82 2570:-51 3050:-74 3135:-60 3862:-66 4014:-74 4732:-74 4921:-999
220591 0:-999 141:-81 499:-52 1775:-66 2788:-78 3159:-64 3364:-81 4329:-73 4494:-71 4720:-72 4732:-83 4921:-999
220592 0:-999 74:-74 258:-76 499:-73 1775:-84 2788:-73 3268:-73 3976:-84 4329:-77 4720:-63 4921:-999
220593 0:-999 258:-70 499:-79 1139:-61 1551:-65 1719:-79 2126:-68 2208:-90 2788:-73 4317:-56 4720:-68 4921:-999
220594 0:-999 499:-64 1139:-58 1567:-78 1623:-73 2495:-75 3062:-73 3268:-70 4014:-69 4317:-58 4720:-55 4921:-999
220595 0:-999 22:-68 1139:-55 2003:-81 2609:-72 2788:-73 3159:-62 4317:-59 4329:-70 4494:-65 4720:-52 4921:-999
34644 0:-999 74:-58 1378:-45 1741:-79 2027:-90 2609:-72 3159:-79 3976:-63 3984:-44 4732:-84 4921:-999
55074 0:-999 352:-40 1606:-80 2607:-72 2640:-67 2925:-81 2977:-83 3042:-79 3993:-78 4106:-71 4921:-999
220648 0:-999 825:-57 1026:-70 1606:-77 1973:-69 2384:-71 2607:-67 3453:-77 4154:-69 4203:-73 4830:-79 4921:-999
220649 0:-999 300:-71 923:-39 1113:-83 1939:-83 2032:-73 3313:-61 3789:-80 4007:-83 4043:-80 4615:-46 4921:-999
55104 0:-999 499:-60 757:-94 1551:-59 1719:-75 1775:-79 1936:-76 2208:-87 3976:-83 4322:-89 4720:-56 4921:-999
