219586 0:-999 564:-29 855:-85 965:-34 1675:-83 1850:-83 2268:-83 2272:-44 2294:-84 3240:-83 3692:-999
219589 0:-999 682:-85 921:-75 1157:-78 1235:-63 1258:-74 1738:-58 2067:-37 2393:-82 3218:-76 3615:-78 3692:-999
54072 0:-999 40:-90 98:-86 422:-85 632:-37 1824:-92 2327:-82 2863:-88 3014:-90 3088:-63 3653:-85 3692:-999
118812 0:-999 866:-87 1051:-64 1714:-65 2200:-61 2600:-83 2690:-79 2758:-64 3076:-76 3642:-90 3692:-999
33687 0:-999 564:-57 965:-82 1850:-87 2272:-37 2288:-40 2294:-78 2936:-78 3240:-70 3251:-77 3692:-999
33688 0:-999 425:-78 564:-61 965:-81 2272:-37 2288:-47 2294:-87 2936:-82 3240:-69 3692:-999
33689 0:-999 564:-63 965:-79 2272:-37 2288:-39 2294:-78 2936:-79 3692:-999
33690 0:-999 564:-25 965:-32 1675:-79 2272:-50 2288:-42 2609:-89 3692:-999
219843 0:-999 296:-61 1024:-69 1133:-56 1244:-70 1559:-66 1627:-63 2383:-80 2649:-67 2927:-69 3665:-82 3692:-999
33922 0:-999 125:-68 259:-64 301:-51 769:-76 1009:-73 1412:-61 1540:-66 2103:-78 2488:-67 2927:-67 3692:-999
34020 0:-999 323:-79 914:-27 1124:-60 1712:-76 1719:-69 1870:-69 1960:-63 2563:-80 2805:-76 2935:-70 3692:-999
34021 0:-999 320:-76 425:-74 564:-59 965:-73 1418:-79 1501:-79 1601:-79 2272:-26 3240:-61 3242:-75 3692:-999
119395 0:-999 43:-71 390:-79 619:-51 677:-78 932:-78 1695:-86 1991:-73 2866:-84 3072:-86 3279:-54 3692:-999
119396 0:-999 425:-84 564:-70 890:-88 965:-74 1850:-88 2272:-43 2294:-87 2685:-90 2936:-83 3240:-70 3692:-999
119400 0:-999 406:-91 564:-54 965:-75 1236:-82 1850:-86 2272:-30 2294:-84 2385:-87 3201:-89 3240:-62 3692:-999
54814 0:-999 508:-90 757:-77 887:-32 1511:-79 1767:-78 1877:-76 1990:-81 3209:-86 3630:-77 3671:-86 3692:-999
54882 0:-999 49:-33 698:-80 1011:-79 1158:-35 1243:-85 2626:-68 2901:-78 3232:-32 3535:-77 3622:-64 3692:-999
119660 0:-999 34:-78 47:-43 552:-74 859:-61 915:-82 1365:-85 1724:-87 2403:-72 2628:-71 2655:-83 3692:-999
220581 0:-999 155:-79 453:-82 581:-70 990:-73 1601:-39 1658:-55 2441:-73 3240:-72 3257:-68 3692:-999
119743 0:-999 155:-48 364:-85 453:-65 581:-46 990:-68 1165:-54 1334:-83 1818:-81 3257:-78 3692:-999
119744 0:-999 364:-80 453:-64 581:-53 681:-61 1165:-48 1301:-51 1334:-83 3692:-999
119753 0:-999 425:-81 564:-61 890:-86 965:-71 1236:-78 1237:-90 2272:-38 2294:-79 2936:-78 3240:-60 3692:-999
119809 0:-999 859:-85 1148:-74 1291:-71 1656:-85 1870:-63 1883:-65 1960:-66 2135:-58 2301:-69 2914:-37 3692:-999
34796 0:-999 579:-71 840:-66 887:-73 1367:-76 1877:-37 2004:-77 2149:-86 3064:-85 3088:-80 3630:-84 3692:-999
34797 0:-999 579:-84 840:-79 887:-77 1877:-38 1887:-85 2465:-84 3692:-999
34813 0:-999 259:-56 301:-46 769:-81 1009:-62 1412:-65 2103:-78 2488:-61 2927:-73 3188:-33 3692:-999
220812 0:-999  3692:-999
220888 0:-999 113:-53 508:-52 594:-78 986:-81 1367:-62 1887:-65 1925:-69 2004:-11 3397:-78 3578:-19 3692:-999
35313 0:-999 342:-64 778:-57 947:-68 1419:-78 1870:-52 1883:-67 1960:-55 2135:-52 2914:-33 3692:-999
35314 0:-999 376:-62 1148:-68 1870:-50 1883:-62 1960:-62 2135:-50 2301:-58 2715:-71 2914:-30 3187:-71 3692:-999
35320 0:-999 259:-82 296:-57 814:-74 1009:-88 1024:-57 1244:-78 1559:-30 2389:-63 3188:-68 3665:-60 3692:-999
55771 0:-999 108:-48 264:-70 290:-59 682:-82 925:-59 1253:-62 2756:-72 2877:-72 2915:-76 3572:-38 3692:-999
120613 0:-999  3692:-999
221512 0:-999 264:-72 1258:-51 1333:-73 1431:-68 1584:-81 2393:-60 2429:-43 2544:-73 3121:-73 3134:-74 3692:-999
35636 0:-999 98:-75 240:-86 422:-82 465:-89 632:-34 1511:-67 2349:-69 2546:-89 3277:-66 3653:-79 3692:-999
35663 0:-999 320:-80 425:-73 564:-52 965:-76 1236:-73 1501:-87 2272:-35 2294:-73 2936:-75 3240:-58 3692:-999
56064 0:-999 196:-79 453:-78 581:-66 681:-82 755:-69 1301:-72 2302:-52 2762:-82 3692:-999
56065 0:-999 155:-78 196:-80 288:-81 453:-78 581:-70 681:-71 755:-46 1301:-79 1334:-49 3692:-999
35842 0:-999 277:-66 745:-36 1272:-70 1604:-75 2176:-47 2252:-58 3066:-65 3370:-76 3563:-61 3692:-999
121065 0:-999 35:-65 225:-55 598:-65 854:-61 1032:-38 1960:-71 2309:-60 2854:-72 3021:-66 3410:-67 3692:-999
221967 0:-999 296:-49 1024:-44 1133:-64 1244:-58 1559:-21 2389:-55 2649:-61 2678:-73 3188:-65 3665:-49 3692:-999
221991 0:-999 166:-85 178:-43 189:-80 1021:-68 1391:-80 1539:-78 1750:-71 2364:-76 3175:-73 3692:-999
56490 0:-999 43:-69 619:-43 1391:-73 1991:-61 2319:-73 2343:-79 2359:-78 2866:-81 3072:-65 3279:-52 3692:-999
36110 0:-999 579:-82 632:-85 840:-62 887:-70 986:-89 1367:-72 1877:-49 2004:-77 2994:-84 3578:-73 3692:-999
222178 0:-999 264:-62 1258:-55 1431:-67 2022:-74 2300:-83 2393:-65 2429:-33 2544:-73 2756:-66 3281:-77 3692:-999
121317 0:-999 564:-60 965:-81 1236:-77 1418:-80 2272:-28 2385:-84 2936:-79 3240:-67 3692:-999
121318 0:-999 564:-57 965:-80 1236:-76 2272:-31 2685:-86 3240:-64 3692:-999
36281 0:-999 89:-80 1009:-79 1024:-67 1133:-79 1559:-31 1627:-72 2389:-61 2927:-75 3188:-66 3665:-60 3692:-999
36282 0:-999 296:-72 1009:-90 1024:-71 1244:-63 1559:-49 1627:-75 2389:-45 2649:-74 2927:-69 3665:-41 3692:-999
121379 0:-999 425:-85 564:-21 715:-89 732:-87 747:-85 1236:-90 1237:-88 1675:-74 2272:-49 3240:-77 3692:-999
121380 0:-999 564:-21 732:-89 747:-89 1236:-87 1237:-89 1675:-68 2272:-39 3240:-79 3604:-88 3692:-999
121381 0:-999 309:-83 425:-84 564:-25 715:-85 747:-88 1237:-88 1675:-73 1850:-88 2936:-87 3240:-79 3692:-999
36426 0:-999 259:-74 301:-42 769:-73 814:-86 1009:-77 1024:-76 2103:-72 2488:-74 2927:-71 3188:-47 3692:-999
56928 0:-999 1024:-70 1244:-99 1559:-25 1627:-83 1937:-82 2389:-66 2649:-72 2927:-74 3665:-61 3692:-999
222499 0:-999 814:-69 1009:-70 1024:-57 1244:-72 1559:-39 2488:-75 2927:-61 3188:-73 3665:-58 3692:-999
36546 0:-999 703:-76 896:-64 1051:-67 1714:-75 2051:-53 2200:-69 2600:-76 2758:-72 3076:-73 3692:-999
36552 0:-999 465:-76 779:-75 833:-79 1379:-71 1953:-62 2349:-66 2546:-38 2550:-85 3198:-60 3692:-999
121717 0:-999 390:-84 619:-48 677:-85 932:-83 1391:-81 1504:-80 1991:-65 2787:-83 3279:-69 3520:-80 3692:-999
222667 0:-999 100:-81 113:-23 508:-70 594:-69 986:-75 1925:-37 2004:-77 2018:-77 2149:-70 3146:-73 3692:-999
121827 0:-999 296:-68 1133:-80 1244:-82 1559:-50 1627:-77 2389:-45 2488:-84 2649:-69 2927:-76 3665:-40 3692:-999
121828 0:-999 296:-76 814:-88 1244:-76 1412:-85 1559:-56 1627:-78 2012:-85 2389:-39 2927:-76 3665:-38 3692:-999
222703 0:-999 165:-73 181:-79 260:-90 465:-45 833:-50 1101:-80 2342:-42 2349:-36 2546:-80 3043:-75 3692:-999
57186 0:-999 453:-83 581:-88 815:-84 1601:-41 1658:-53 2441:-83 2794:-86 3101:-87 3257:-81 3692:-999
