54073 0:-999 523:-62 1250:-78 1324:-84 1522:-92 1579:-67 1707:-33 2481:-74 3335:-69 3655:-78 3779:-999
33682 0:-999 519:-73 544:-72 640:-81 993:-77 1490:-59 1693:-40 1707:-88 2473:-39 2579:-40 2669:-67 3779:-999
33758 0:-999 194:-89 224:-53 575:-80 1684:-82 1873:-88 1948:-81 2326:-79 3761:-76 3779:-999
219772 0:-999 506:-70 737:-70 843:-68 1070:-81 1516:-68 1886:-74 2025:-48 2563:-81 3144:-73 3446:-64 3779:-999
118899 0:-999 219:-73 832:-85 1124:-77 1987:-61 2948:-85 3104:-84 3450:-61 3460:-82 3720:-37 3779:-999
219773 0:-999 506:-50 737:-59 1070:-62 1886:-61 2025:-54 2563:-62 2662:-52 3144:-61 3179:-42 3446:-29 3779:-999
33823 0:-999 299:-82 945:-72 1344:-33 1405:-72 1594:-87 1726:-79 2982:-73 3311:-79 3356:-58 3381:-72 3779:-999
33824 0:-999 109:-79 945:-74 1344:-42 1405:-74 1594:-85 1872:-57 2982:-74 3311:-85 3356:-57 3381:-78 3779:-999
118939 0:-999 608:-45 670:-51 1249:-52 1823:-58 1889:-55 2138:-56 2555:-53 2565:-56 3170:-57 3650:-60 3779:-999
118965 0:-999 194:-87 224:-50 575:-85 1352:-84 1472:-86 1684:-83 1873:-79 2326:-76 3658:-83 3761:-68 3779:-999
118966 0:-999 194:-87 224:-48 306:-81 575:-75 1472:-81 1684:-79 1892:-88 2326:-70 2904:-75 3658:-81 3779:-999
118967 0:-999 219:-78 775:-92 832:-86 1987:-73 2948:-89 3104:-90 3450:-73 3460:-97 3720:-36 3779:-999
118968 0:-999 219:-74 775:-92 832:-84 1860:-96 1987:-74 2948:-88 3046:-88 3104:-87 3450:-74 3720:-34 3779:-999
118969 0:-999 219:-79 609:-92 775:-92 832:-85 1860:-91 1987:-71 2948:-92 3104:-84 3450:-72 3720:-38 3779:-999
118970 0:-999 219:-82 832:-87 1124:-88 1987:-73 2948:-88 3104:-85 3450:-75 3720:-38 3779:-999
33868 0:-999 932:-83 1043:-90 1044:-79 1092:-79 1621:-91 2386:-85 2412:-76 3007:-79 3381:-77 3475:-30 3779:-999
118997 0:-999 724:-65 737:-72 858:-51 1268:-62 1551:-61 1984:-58 3309:-36 3580:-64 3779:-999
119010 0:-999 519:-74 1082:-82 1165:-83 1490:-60 1693:-28 2442:-75 2473:-29 2579:-28 3655:-74 3779:-999
119021 0:-999 219:-76 832:-84 1124:-87 1987:-66 2948:-87 3046:-92 3104:-86 3450:-66 3720:-37 3779:-999
119036 0:-999 358:-52 657:-53 914:-68 1052:-63 1353:-51 1497:-53 1544:-54 2021:-53 2524:-52 3771:-69 3779:-999
119037 0:-999 358:-46 657:-59 1052:-63 1353:-49 1497:-58 1544:-59 2021:-57 2524:-47 2887:-50 3110:-75 3779:-999
33961 0:-999 9:-40 18:-38 486:-55 661:-61 1017:-54 1488:-38 2212:-56 2738:-55 3116:-56 3472:-59 3779:-999
54431 0:-999 64:-55 657:-72 1096:-90 1525:-51 1544:-72 1965:-71 2206:-37 2871:-51 3361:-51 3779:-999
34061 0:-999 932:-87 937:-66 1044:-83 1092:-83 1621:-82 2368:-93 2412:-75 3007:-78 3381:-87 3475:-34 3779:-999
54473 0:-999 115:-50 504:-74 844:-50 863:-50 2578:-68 2908:-60 2940:-41 3069:-61 3202:-58 3274:-72 3779:-999
34121 0:-999 664:-84 847:-74 1725:-33 1814:-75 1911:-48 2259:-71 2359:-48 3691:-47 3778:-38 3779:-999
119238 0:-999 193:-56 1002:-69 1334:-61 1351:-47 1769:-74 2237:-46 2573:-62 3317:-63 3556:-57 3675:-42 3779:-999
220135 0:-999 877:-85 1036:-75 1066:-59 1088:-77 1225:-73 1383:-59 2265:-83 2446:-59 3666:-84 3779:-999
220160 0:-999 145:-79 640:-79 981:-87 1343:-80 2303:-89 2443:-82 2473:-47 3376:-70 3408:-80 3515:-71 3779:-999
119299 0:-999 732:-66 1813:-88 1857:-58 2423:-76 3779:-999
119300 0:-999 549:-81 732:-65 1442:-80 1813:-81 1857:-51 1928:-87 2423:-79 3642:-79 3779:-999
34240 0:-999 568:-81 932:-83 1043:-80 1044:-82 1092:-81 1485:-83 1621:-85 2386:-81 2412:-74 3475:-31 3779:-999
54641 0:-999 389:-74 1029:-50 1768:-49 1786:-87 1823:-56 1969:-62 2940:-71 3170:-56 3527:-49 3650:-50 3779:-999
34256 0:-999 1124:-92 1987:-76 2948:-90 3450:-75 3720:-56 3779:-999
34288 0:-999 825:-81 1217:-76 1463:-80 1730:-81 2009:-44 2073:-53 2329:-72 2548:-80 3469:-70 3611:-50 3779:-999
119387 0:-999 64:-58 605:-62 1268:-57 1525:-55 1984:-52 2871:-60 2887:-64 3179:-57 3361:-60 3446:-50 3779:-999
34305 0:-999 194:-80 911:-58 1494:-79 1496:-65 1745:-66 1948:-31 2574:-66 3129:-67 3287:-80 3465:-69 3779:-999
119447 0:-999 920:-80 1383:-77 1628:-81 2057:-53 2446:-89 2525:-81 3076:-81 3779:-999
54753 0:-999 774:-56 1029:-50 1279:-73 1823:-60 2354:-57 2713:-41 3170:-54 3212:-54 3285:-56 3650:-49 3779:-999
54779 0:-999 262:-60 1083:-84 1130:-81 2066:-83 2266:-44 2521:-77 2576:-78 2605:-82 2679:-72 3045:-60 3779:-999
220387 0:-999 737:-80 863:-52 1214:-69 1257:-69 2662:-78 2908:-66 2940:-35 3069:-66 3202:-76 3274:-69 3779:-999
119600 0:-999 77:-37 352:-84 812:-33 833:-89 1057:-86 1068:-84 1082:-82 1229:-54 3408:-42 3779:-999
54903 0:-999 219:-88 365:-86 577:-81 732:-56 775:-75 1135:-62 1442:-89 1857:-40 3779:-999
34513 0:-999 77:-81 145:-89 352:-84 414:-68 993:-80 1179:-80 1412:-75 1776:-68 2045:-85 3376:-70 3779:-999
34514 0:-999 220:-89 446:-76 681:-79 1436:-85 2301:-74 2434:-88 2595:-92 2721:-75 2904:-65 3648:-74 3779:-999
34515 0:-999 1250:-72 1579:-62 1693:-83 2436:-75 2442:-81 2579:-83 2669:-72 3335:-74 3655:-58 3779:-999
54949 0:-999 299:-75 659:-83 945:-72 1344:-33 1405:-72 1594:-80 1726:-74 2910:-74 2982:-73 3381:-70 3779:-999
220555 0:-999 446:-71 459:-89 475:-74 681:-73 1031:-82 1572:-84 2301:-67 2904:-59 3648:-66 3658:-81 3779:-999
34596 0:-999 77:-72 352:-72 812:-70 1057:-66 1243:-80 1343:-70 2045:-42 3191:-81 3365:-79 3408:-77 3779:-999
34641 0:-999 277:-67 533:-25 606:-61 784:-61 1138:-87 2292:-67 2939:-72 3779:-999
220625 0:-999 220:-87 681:-76 2434:-87 2595:-84 2721:-65 2904:-83 3648:-83 3779:-999
220626 0:-999 681:-72 1436:-77 1572:-82 1892:-88 2301:-73 2595:-86 2721:-77 2904:-63 2928:-87 3648:-74 3779:-999
220627 0:-999 220:-83 446:-62 681:-66 1892:-82 2434:-79 2540:-91 2595:-87 2721:-77 2904:-60 3658:-86 3779:-999
119780 0:-999 23:-46 117:-53 122:-48 173:-46 1476:-51 1725:-19 2073:-58 2537:-55 3227:-57 3611:-53 3779:-999
34715 0:-999 1250:-76 1579:-71 1693:-83 1707:-79 2442:-75 2473:-89 2579:-83 2669:-69 3335:-85 3779:-999
55118 0:-999 147:-48 1556:-47 1643:-64 1777:-37 2463:-48 2589:-48 3536:-37 3779:-999
34817 0:-999 220:-84 446:-73 681:-75 1436:-79 1892:-81 2434:-79 2595:-91 2721:-77 2904:-68 3658:-81 3779:-999
220806 0:-999 147:-48 818:-64 1400:-87 1556:-49 1643:-70 1777:-53 1837:-87 2463:-50 2589:-49 3270:-50 3779:-999
119938 0:-999 161:-87 549:-79 577:-76 732:-56 775:-77 1135:-82 1442:-83 1813:-81 1857:-54 3642:-77 3779:-999
55254 0:-999 145:-76 833:-43 1068:-50 1412:-50 1693:-52 2192:-80 2443:-78 2473:-87 3117:-70 3376:-57 3779:-999
34905 0:-999 732:-54 775:-85 1135:-84 1442:-87 1813:-84 1857:-53 2293:-85 2423:-67 3007:-81 3779:-999
34906 0:-999 577:-82 732:-60 775:-80 1435:-85 1442:-79 1813:-79 1857:-39 2423:-84 2831:-81 3779:-999
34908 0:-999 544:-69 640:-71 981:-76 1068:-61 1082:-66 1343:-64 1693:-27 2506:-69 2579:-35 3114:-72 3779:-999
34930 0:-999 446:-84 523:-66 544:-79 1087:-85 1579:-68 1707:-38 2481:-82 2521:-77 3335:-81 3655:-76 3779:-999
120080 0:-999 2:-61 255:-51 256:-38 288:-51 1476:-51 2537:-51 2555:-37 2939:-46 3024:-38 3681:-38 3779:-999
120081 0:-999 2:-55 23:-52 173:-45 255:-49 256:-42 288:-50 2555:-42 2939:-47 3024:-41 3681:-43 3779:-999
120113 0:-999 112:-72 269:-71 1174:-62 1777:-42 2438:-69 2463:-42 3035:-73 3270:-46 3536:-43 3779:-999
221006 0:-999 220:-58 446:-63 681:-79 1436:-39 1572:-70 2341:-89 2434:-60 2595:-76 2721:-79 2904:-71 3779:-999
55460 0:-999 194:-47 599:-76 680:-46 692:-51 1155:-77 1352:-36 1674:-79 1948:-68 2803:-77 3267:-44 3779:-999
120161 0:-999 920:-73 1036:-96 1066:-88 1225:-81 1335:-70 1628:-73 2525:-73 2592:-76 3076:-73 3579:-72 3779:-999
55461 0:-999 194:-37 680:-49 692:-56 930:-80 1352:-78 1674:-73 1948:-73 3267:-51 3779:-999
55487 0:-999 147:-43 902:-61 1556:-43 1643:-61 1777:-44 2463:-41 2589:-42 3270:-44 3536:-43 3637:-69 3779:-999
35103 0:-999 77:-85 352:-60 414:-53 812:-78 833:-76 1057:-73 1243:-82 2045:-67 2545:-80 3365:-85 3779:-999
55542 0:-999 86:-83 628:-67 1294:-29 1512:-82 1561:-32 2189:-81 2240:-69 2661:-81 2789:-47 3443:-80 3779:-999
55576 0:-999 544:-83 1250:-71 1490:-80 1579:-70 1693:-85 1707:-79 2442:-76 2669:-66 3655:-34 3779:-999
120404 0:-999 194:-44 599:-90 680:-48 692:-72 930:-81 1163:-91 1352:-41 2326:-88 3267:-49 3779:-999
120468 0:-999 190:-66 399:-65 563:-61 1494:-62 1948:-66 2583:-42 2918:-61 3287:-54 3538:-60 3779:-999
120488 0:-999 23:-58 122:-59 1725:-40 2329:-72 2359:-40 2743:-69 2939:-67 3611:-64 3691:-39 3778:-48 3779:-999
120498 0:-999 220:-75 459:-87 681:-73 1436:-80 1572:-75 1892:-74 2301:-66 2434:-73 2904:-59 3648:-66 3779:-999
221380 0:-999 1029:-56 1768:-59 1823:-60 1969:-71 2505:-80 2713:-59 2940:-72 3170:-60 3285:-59 3650:-55 3779:-999
221381 0:-999 1029:-55 1587:-80 1768:-53 1823:-58 1969:-65 2713:-50 3170:-59 3331:-60 3527:-56 3650:-55 3779:-999
120579 0:-999 193:-52 1351:-43 1769:-74 2237:-48 2573:-54 2649:-47 3317:-52 3556:-54 3675:-41 3779:-999
120580 0:-999 1351:-41 1463:-65 2237:-58 2573:-56 2649:-52 3556:-55 3663:-78 3675:-38 3779:-999
120581 0:-999 218:-84 375:-75 731:-83 920:-70 1628:-70 1656:-84 2022:-64 2446:-54 2525:-69 3076:-70 3779:-999
120662 0:-999 1210:-62 1600:-53 1985:-91 2521:-73 2556:-66 2904:-91 3572:-60 3779:-999
55964 0:-999 177:-72 374:-69 394:-63 1270:-72 1985:-73 2521:-77 2556:-66 2923:-72 3238:-53 3572:-79 3779:-999
35571 0:-999 77:-33 544:-86 640:-81 812:-32 1082:-75 1179:-80 1343:-78 1707:-84 2303:-82 2579:-82 3779:-999
120667 0:-999 444:-87 1219:-85 2111:-39 2508:-39 2528:-75 3123:-45 3779:-999
120668 0:-999 77:-27 481:-42 812:-28 1082:-82 1229:-42 1693:-86 1714:-43 2045:-69 3408:-26 3779:-999
221569 0:-999 23:-64 117:-71 122:-65 173:-67 302:-86 1141:-87 1957:-52 2073:-71 2161:-87 2329:-64 3779:-999
56114 0:-999 1334:-61 1351:-44 2082:-58 2237:-50 2649:-49 3317:-61 3372:-82 3639:-81 3675:-54 3779:-999
120842 0:-999 1294:-61 1312:-78 1512:-51 1589:-85 2189:-75 2239:-83 2459:-70 2540:-85 2789:-77 3443:-80 3779:-999
221732 0:-999 35:-88 544:-92 1250:-67 1343:-91 1693:-74 2442:-84 2579:-75 2669:-83 2929:-87 3655:-49 3779:-999
221734 0:-999 932:-84 1044:-83 1092:-84 1485:-88 1621:-90 2412:-76 2654:-91 3007:-84 3381:-90 3475:-33 3779:-999
