33675 0:-999 801:-63 807:-65 1186:-56 1630:-70 1715:-66 2395:-86 2454:-69 2657:-84 4226:-73 4404:-999
33734 0:-999 243:-61 528:-79 569:-88 1463:-84 1608:-87 2034:-72 2053:-68 2471:-74 2690:-88 2988:-71 4404:-999
33735 0:-999 571:-68 1100:-72 1176:-47 1887:-76 2031:-83 2388:-46 2613:-68 2839:-46 2979:-87 4126:-51 4404:-999
118917 0:-999 192:-88 262:-57 830:-90 908:-83 978:-94 2471:-96 2755:-92 2795:-71 3334:-87 4397:-80 4404:-999
118918 0:-999 192:-93 193:-94 262:-71 558:-88 830:-91 908:-83 1748:-95 2755:-91 2795:-76 3334:-85 4404:-999
118919 0:-999 192:-93 262:-56 280:-90 830:-88 1748:-95 2795:-77 2885:-97 2897:-87 3334:-88 3430:-86 4404:-999
118920 0:-999 42:-55 262:-56 908:-77 1361:-80 1375:-80 2795:-70 2859:-71 2964:-80 4212:-81 4397:-82 4404:-999
118921 0:-999 262:-57 280:-83 908:-79 1887:-85 2004:-80 2082:-69 2795:-64 2897:-81 2964:-85 4397:-74 4404:-999
118922 0:-999 34:-77 493:-85 714:-74 776:-66 1166:-63 2060:-44 2210:-68 2333:-82 3138:-73 4049:-72 4404:-999
33815 0:-999 526:-71 605:-92 1166:-64 1403:-76 1869:-51 2060:-42 2210:-70 3138:-76 4049:-71 4404:-999
33816 0:-999 493:-80 605:-90 714:-66 738:-77 776:-70 2060:-46 2107:-75 2210:-65 2333:-82 3138:-79 4404:-999
118951 0:-999 422:-40 668:-42 2101:-75 2199:-48 2233:-66 2429:-24 2595:-74 2983:-67 3984:-63 4148:-67 4404:-999
54295 0:-999 263:-77 824:-75 909:-59 1212:-82 1845:-49 2876:-80 2911:-67 3771:-68 4264:-62 4378:-82 4404:-999
118992 0:-999 1709:-81 2008:-71 2199:-78 2405:-59 2823:-93 2901:-64 2983:-67 3450:-69 3528:-72 3843:-73 4404:-999
54342 0:-999 34:-78 526:-66 605:-87 738:-70 1788:-76 2210:-67 2333:-71 3138:-71 3969:-84 4049:-68 4404:-999
54343 0:-999 34:-80 714:-78 738:-76 776:-81 1788:-80 1869:-48 2060:-38 2210:-74 2333:-81 4049:-70 4404:-999
33941 0:-999 250:-51 412:-62 572:-74 581:-77 893:-77 1918:-51 3257:-58 3628:-77 3933:-53 4359:-62 4404:-999
119119 0:-999 245:-77 574:-47 607:-47 694:-77 1575:-83 2402:-68 2522:-70 2671:-76 3161:-77 3561:-83 4404:-999
