33618 0:-999 91:-28 717:-81 1152:-59 1315:-64 1464:-32 1935:-31 2334:-53 2438:-46 2447:-78 2974:-85 3016:-999
118765 0:-999 105:-38 393:-80 687:-69 896:-61 1248:-37 1600:-71 2171:-43 2319:-60 2649:-42 2754:-39 3016:-999
33650 0:-999 747:-72 1592:-71 1681:-68 1699:-74 1717:-38 2070:-73 2089:-69 2334:-71 2516:-59 2974:-68 3016:-999
118842 0:-999 1270:-86 1533:-82 1866:-51 1877:-79 1959:-88 2134:-52 2216:-79 2388:-38 3016:-999
33809 0:-999 455:-76 883:-81 1044:-80 1111:-72 1536:-78 1686:-77 2242:-80 2447:-80 2595:-87 3016:-999
219793 0:-999 503:-81 535:-72 606:-82 772:-74 845:-79 873:-84 1607:-42 2192:-72 2645:-70 2799:-72 3016:-999
54370 0:-999 687:-61 862:-64 1248:-66 1480:-66 1600:-60 1724:-51 1925:-69 2171:-70 2273:-69 2649:-68 3016:-999
34143 0:-999 259:-36 291:-95 830:-78 1075:-73 1203:-69 1423:-95 1607:-67 2938:-84 2971:-93 3016:-999
220208 0:-999 35:-86 140:-75 410:-76 634:-81 717:-84 880:-84 1039:-39 1250:-75 2173:-70 2334:-37 3016:-999
34242 0:-999 104:-55 275:-71 333:-59 530:-54 591:-54 862:-35 1706:-54 2259:-45 2754:-65 2986:-66 3016:-999
34243 0:-999 104:-49 275:-69 333:-65 530:-49 591:-55 862:-45 1169:-85 1706:-48 2259:-41 2986:-68 3016:-999
54679 0:-999 863:-35 2329:-69 2447:-79 2801:-75 3016:-999
34335 0:-999 409:-84 670:-81 1451:-78 1463:-79 1754:-60 1779:-52 2156:-71 2229:-60 2463:-75 2836:-81 3016:-999
119511 0:-999 96:-79 105:-87 273:-64 813:-86 882:-34 1035:-87 1248:-86 1877:-82 2200:-82 2853:-82 3016:-999
34423 0:-999 135:-52 1215:-70 1247:-62 1271:-39 1440:-49 1539:-39 1664:-52 1670:-56 2193:-49 2992:-49 3016:-999
