118768 0:-999 331:-36 500:-76 902:-69 1547:-73 1672:-74 2267:-85 3348:-76 3467:-84 4089:-75 4109:-999
219669 0:-999 31:-43 410:-49 766:-44 1377:-67 1687:-48 1727:-60 1965:-58 2208:-50 2579:-44 2859:-48 4109:-999
33704 0:-999 361:-31 480:-84 1106:-58 1107:-85 2250:-78 2396:-74 2488:-83 3965:-73 4109:-999
54172 0:-999 1534:-55 1744:-32 1975:-74 2101:-50 2145:-32 2328:-40 2376:-74 2857:-59 3819:-48 4071:-51 4109:-999
118906 0:-999 280:-75 789:-75 903:-64 947:-76 1000:-61 1516:-56 1710:-89 2540:-86 2636:-50 3678:-79 4109:-999
118907 0:-999 420:-72 769:-52 1000:-65 1516:-68 1798:-49 3306:-52 3883:-64 4109:-999
118908 0:-999 769:-58 789:-76 903:-68 1516:-64 1798:-41 1900:-69 2643:-66 3306:-53 3883:-38 4109:-999
118909 0:-999 769:-58 789:-76 903:-69 1000:-67 1516:-65 1798:-41 1900:-69 2643:-66 3306:-59 3883:-38 4109:-999
118911 0:-999 457:-68 594:-66 995:-69 1078:-63 2519:-62 2954:-60 2979:-66 3099:-44 3510:-63 3949:-62 4109:-999
118912 0:-999 457:-68 594:-66 995:-69 1078:-63 2519:-62 2954:-60 2979:-66 3099:-44 3510:-63 3949:-62 4109:-999
219816 0:-999 500:-82 822:-85 1292:-67 1362:-63 1737:-89 3310:-82 3416:-85 4050:-79 4089:-82 4109:-999
219841 0:-999 952:-60 981:-67 1258:-60 1607:-67 2516:-77 2522:-41 2942:-64 2967:-78 3442:-79 4109:-999
54281 0:-999 361:-36 1106:-58 1679:-81 2001:-87 2153:-85 2250:-77 2396:-77 3086:-79 4109:-999
219914 0:-999 55:-63 587:-79 608:-93 671:-90 1758:-82 1906:-92 2033:-90 2045:-87 2310:-82 4109:-999
54363 0:-999 20:-70 103:-61 322:-64 1758:-64 1964:-64 2042:-56 2310:-72 3379:-73 3618:-54 3684:-56 4109:-999
34001 0:-999 396:-72 401:-74 1180:-55 1579:-33 1703:-35 2225:-41 2233:-74 2503:-54 3013:-73 3629:-60 4109:-999
34023 0:-999 156:-60 652:-60 1180:-53 1579:-16 1703:-44 2225:-45 2233:-79 2503:-47 3013:-59 3218:-59 4109:-999
54433 0:-999 359:-82 1481:-65 1646:-80 1821:-72 2289:-79 2864:-88 3054:-88 3670:-56 3728:-74 3904:-49 4109:-999
54434 0:-999 777:-59 1821:-84 2406:-64 2443:-38 2864:-86 3015:-83 3054:-69 3598:-55 3724:-84 3895:-64 4109:-999
34043 0:-999 156:-68 250:-80 401:-68 1180:-52 1579:-31 1703:-40 2225:-16 2271:-83 2503:-47 3961:-87 4109:-999
220108 0:-999 1362:-62 3416:-72 4050:-78 4109:-999
220131 0:-999 702:-77 1363:-71 1617:-84 1688:-87 2194:-47 2864:-81 3135:-67 3236:-81 3862:-43 4057:-90 4109:-999
220132 0:-999 20:-68 41:-68 539:-67 553:-61 1077:-52 1582:-64 2233:-89 2731:-44 3854:-74 3896:-81 4109:-999
119271 0:-999 995:-75 1236:-77 1487:-81 1502:-42 1761:-80 2892:-62 3015:-79 3222:-57 3685:-76 3952:-64 4109:-999
220231 0:-999 359:-79 1235:-87 1677:-88 1856:-50 2289:-41 2530:-78 3015:-69 3777:-86 3904:-65 4066:-67 4109:-999
54659 0:-999 789:-60 903:-50 1000:-59 1516:-63 1798:-77 1886:-67 2636:-43 2643:-59 3678:-64 4109:-999
119366 0:-999 1144:-66 1246:-80 1514:-78 2041:-44 2128:-84 2643:-77 2838:-70 3678:-82 3723:-69 4010:-79 4109:-999
119367 0:-999 140:-65 365:-75 1676:-46 1744:-63 1956:-53 2233:-75 2328:-65 2376:-51 2730:-70 3252:-66 4109:-999
